,instance_id,input.text,references,predicted_text_0,stats.exact_match_0,predicted_text_1,stats.exact_match_1,predicted_text_2,stats.exact_match_2,predicted_text_3,stats.exact_match_3,predicted_text_4,stats.exact_match_4,predicted_text_5,stats.exact_match_5,predicted_text_6,stats.exact_match_6,predicted_text_7,stats.exact_match_7,predicted_text_8,stats.exact_match_8,predicted_text_9,stats.exact_match_9,predicted_text_10,stats.exact_match_10,predicted_text_11,stats.exact_match_11,predicted_text_12,stats.exact_match_12,predicted_text_13,stats.exact_match_13,predicted_text_14,stats.exact_match_14,predicted_text_15,stats.exact_match_15,predicted_text_16,stats.exact_match_16,predicted_text_17,stats.exact_match_17,predicted_text_18,stats.exact_match_18,predicted_text_19,stats.exact_match_19,predicted_text_20,stats.exact_match_20,predicted_text_21,stats.exact_match_21,predicted_text_22,stats.exact_match_22,predicted_text_23,stats.exact_match_23,predicted_text_24,stats.exact_match_24,predicted_text_25,stats.exact_match_25,predicted_text_26,stats.exact_match_26,predicted_text_27,stats.exact_match_27,predicted_text_28,stats.exact_match_28,predicted_text_29,stats.exact_match_29,std,agreement_level
150,id5107,"If a battery in an electromagnet is active, then what will happen to a nail in that electromagnet?",it loses its magnetizationSALILSPLITCHECKit loses its chargeSALILSPLITCHECKit may become magnetized (correct)SALILSPLITCHECKit gains a charge, C,1.0, C,1.0,C,1.0, C,1.0, C,1.0, C,1.0, C,1.0,C,1.0,C,1.0,C,1.0,C,1.0,C,1.0,C,1.0, C,1.0, C,1.0, B,0.0, C,1.0,C,1.0, B,0.0, C,1.0, C,1.0,C,1.0,C,1.0,C,1.0, B,0.0,C,1.0, B,0.0, C,1.0,C,1.0,C,1.0,0.3457459036417604,Low
157,id5114,When would a nocturnal predator most likely hunt?,5 p.m.SALILSPLITCHECK12 p.m.SALILSPLITCHECK3 a.m. (correct)SALILSPLITCHECK10 a.m., C,1.0, C,1.0,C,1.0, C,1.0, D,0.0, C,1.0, C,1.0,C,1.0,C,1.0,C,1.0,C,1.0,C,1.0,C,1.0, C,1.0, C,1.0, C,1.0, C,1.0,C,1.0, D,0.0, C,1.0, C,1.0,C,1.0,C,1.0,C,1.0, B,0.0,C,1.0, B,0.0, C,1.0,C,1.0,C,1.0,0.3457459036417604,Low
149,id5106,Mammals give birth to live,children (correct)SALILSPLITCHECKbirdsSALILSPLITCHECKfishSALILSPLITCHECKinsects, A,1.0, A,1.0,A,1.0, A,1.0, A,1.0, A,1.0, A,1.0,A,1.0,A,1.0,A,1.0,A,1.0,A,1.0,A,1.0, A,1.0, A,1.0, B,0.0, A,1.0,A,1.0, D,0.0, A,1.0, A,1.0,A,1.0,A,1.0,A,1.0, B,0.0,A,1.0, B,0.0, A,1.0,A,1.0,A,1.0,0.3457459036417604,Low
151,id5108,Which of these is a factor in the shape of a fern's seed?,luckSALILSPLITCHECKhumansSALILSPLITCHECKgoldSALILSPLITCHECKinheritance (correct), D,1.0, D,1.0,D,1.0, D,1.0, D,1.0, D,1.0, D,1.0,D,1.0,B,0.0,D,1.0,D,1.0,D,1.0,D,1.0, D,1.0, D,1.0, D,1.0, D,1.0,D,1.0, B,0.0, D,1.0, D,1.0,D,1.0,D,1.0,D,1.0, B,0.0,D,1.0, A,0.0, D,1.0,D,1.0,D,1.0,0.3457459036417604,Low
153,id5110,"if the population in a habitat is on a steady decline, what condition is the habitat?",it is a place to emigrate fromSALILSPLITCHECKit is an ideal habitatSALILSPLITCHECKit is an unsustainable habitat (correct)SALILSPLITCHECKit is a thriving abode, C,1.0, C,1.0,C,1.0, C,1.0, D,0.0, C,1.0, C,1.0,C,1.0,C,1.0,C,1.0,C,1.0,C,1.0,C,1.0, C,1.0, C,1.0, C,1.0, C,1.0,C,1.0, B,0.0, C,1.0, C,1.0,C,1.0,C,1.0,C,1.0, B,0.0,C,1.0, B,0.0, C,1.0,C,1.0,C,1.0,0.3457459036417604,Low
180,id5137,A lake environment is a good setup for what to happen to organic remains?,bleachingSALILSPLITCHECKburningSALILSPLITCHECKfossilization (correct)SALILSPLITCHECKdrying, C,1.0, C,1.0,C,1.0, C,1.0, C,1.0, C,1.0, C,1.0,C,1.0,C,1.0,C,1.0,C,1.0,C,1.0,C,1.0, C,1.0, C,1.0, B,0.0, C,1.0,C,1.0, B,0.0, C,1.0, C,1.0,C,1.0,C,1.0,C,1.0, B,0.0,C,1.0, B,0.0, C,1.0,C,1.0,C,1.0,0.3457459036417604,Low
464,id5421,Carnivores,eat foliage and vegetables exclusivelySALILSPLITCHECKare the bottom of the food chainSALILSPLITCHECKrequire prey to survive (correct)SALILSPLITCHECKrequire carbon dioxide to survive, C,1.0, C,1.0,C,1.0, C,1.0, C,1.0, C,1.0, C,1.0,C,1.0,C,1.0,C,1.0,C,1.0,C,1.0,C,1.0, C,1.0, C,1.0, B,0.0, C,1.0,C,1.0, B,0.0, C,1.0, C,1.0,C,1.0,C,1.0,C,1.0, B,0.0,C,1.0, B,0.0, C,1.0,C,1.0,C,1.0,0.3457459036417604,Low
301,id5258,exposure to fire could result in,wet itemsSALILSPLITCHECKcold itemsSALILSPLITCHECKnone of theseSALILSPLITCHECKcombusted items (correct), D,1.0, D,1.0,D,1.0, D,1.0, C,0.0, D,1.0, D,1.0,D,1.0,D,1.0,D,1.0,D,1.0,D,1.0,D,1.0, D,1.0, D,1.0, D,1.0, D,1.0,D,1.0, C,0.0, D,1.0, D,1.0,D,1.0,D,1.0,D,1.0, A,0.0,D,1.0, A,0.0, D,1.0,D,1.0,D,1.0,0.3457459036417604,Low
184,id5141,The sides of the canyon are,metalSALILSPLITCHECKwaterSALILSPLITCHECKriversSALILSPLITCHECKstone (correct), D,1.0, D,1.0,D,1.0, D,1.0, D,1.0, D,1.0, D,1.0,D,1.0,D,1.0,D,1.0,D,1.0,D,1.0,D,1.0, D,1.0, D,1.0, C,0.0, D,1.0,D,1.0, A,0.0, D,1.0, D,1.0,D,1.0,D,1.0,D,1.0, B,0.0,D,1.0, C,0.0, D,1.0,D,1.0,D,1.0,0.3457459036417604,Low
328,id5285,Why might a polar bear grow white hair?,look fancySALILSPLITCHECKrandomSALILSPLITCHECKblend in (correct)SALILSPLITCHECKstand out, C,1.0, C,1.0,C,1.0, C,1.0, D,0.0, C,1.0, C,1.0,C,1.0,C,1.0,C,1.0,C,1.0,C,1.0,C,1.0, C,1.0, C,1.0, C,1.0, C,1.0,C,1.0, B,0.0, C,1.0, C,1.0,C,1.0,C,1.0,C,1.0, B,0.0,C,1.0, D,0.0, C,1.0,C,1.0,C,1.0,0.3457459036417604,Low
283,id5240,Selective deforestation has a negative impact on,"rain clouds and ozone layerSALILSPLITCHECKlakes, ponds and shellfishSALILSPLITCHECKgreenhouse gases and algaeSALILSPLITCHECKliving organisms in ecosystem (correct)", D,1.0, D,1.0,D,1.0, D,1.0, C,0.0, D,1.0, D,1.0,D,1.0,D,1.0,D,1.0,D,1.0,D,1.0,D,1.0, D,1.0, D,1.0, D,1.0, D,1.0,D,1.0, D,1.0, D,1.0, D,1.0,D,1.0,D,1.0,D,1.0, B,0.0,E,0.0, C,0.0, D,1.0,D,1.0,D,1.0,0.3457459036417604,Low
352,id5309,Cephalopod ink is by octopuses to,mateSALILSPLITCHECKfeedSALILSPLITCHECKhide (correct)SALILSPLITCHECKplay, C,1.0, C,1.0,C,1.0, C,1.0, D,0.0, C,1.0, C,1.0,C,1.0,B,0.0,C,1.0,C,1.0,C,1.0,C,1.0, C,1.0, C,1.0, C,1.0, C,1.0,C,1.0, C,1.0, C,1.0, C,1.0,C,1.0,C,1.0,C,1.0, B,0.0,C,1.0, B,0.0, C,1.0,C,1.0,C,1.0,0.3457459036417604,Low
252,id5209,What are iron nails made out of?,woodSALILSPLITCHECKplasticSALILSPLITCHECKmetal (correct)SALILSPLITCHECKglass, C,1.0, C,1.0,C,1.0, C,1.0, C,1.0, C,1.0, C,1.0,C,1.0,C,1.0,C,1.0,C,1.0,C,1.0,C,1.0, C,1.0, C,1.0, B,0.0, C,1.0,C,1.0, D,0.0, C,1.0, C,1.0,C,1.0,C,1.0,C,1.0, B,0.0,C,1.0, B,0.0, C,1.0,C,1.0,C,1.0,0.3457459036417604,Low
251,id5208,Sources of air pollution are,WalkingSALILSPLITCHECKLandfills (correct)SALILSPLITCHECKWaterSALILSPLITCHECKChips, B,1.0, B,1.0,B,1.0, B,1.0, B,1.0, B,1.0, B,1.0,B,1.0,A,0.0,B,1.0,B,1.0,B,1.0,B,1.0, B,1.0, B,1.0, B,1.0, B,1.0,D,0.0, B,1.0, B,1.0, B,1.0,B,1.0,B,1.0,B,1.0, A,0.0,B,1.0, C,0.0, B,1.0,B,1.0,B,1.0,0.3457459036417604,Low
362,id5319,"In order for your computer to operate, it must have an electrical path that is what?",magicalSALILSPLITCHECKclosed (correct)SALILSPLITCHECKbrokenSALILSPLITCHECKopen, B,1.0, B,1.0,B,1.0, B,1.0, B,1.0, B,1.0, B,1.0,B,1.0,B,1.0,B,1.0,B,1.0,B,1.0,B,1.0, B,1.0, D,0.0, B,1.0, B,1.0,B,1.0, A,0.0, B,1.0, B,1.0,B,1.0,B,1.0,B,1.0, B,1.0,B,1.0, D,0.0, B,1.0,B,1.0,D,0.0,0.3457459036417604,Low
238,id5195,Scraping an object,may cause the object to grow in sizeSALILSPLITCHECKmay cause the object to fallSALILSPLITCHECKmay cause pieces to flake off the object (correct)SALILSPLITCHECKmay cause the object to snap in half, C,1.0, C,1.0,C,1.0, C,1.0, C,1.0, C,1.0, C,1.0,C,1.0,C,1.0,C,1.0,C,1.0,C,1.0,C,1.0, C,1.0, C,1.0, D,0.0, C,1.0,C,1.0, A,0.0, C,1.0, C,1.0,C,1.0,C,1.0,C,1.0, B,0.0,C,1.0, D,0.0, C,1.0,C,1.0,C,1.0,0.3457459036417604,Low
220,id5177,Roasting a turkey requires adding what type of energy,Heat (correct)SALILSPLITCHECKKineticSALILSPLITCHECKMagneticSALILSPLITCHECKChemical, A,1.0, A,1.0,A,1.0, A,1.0, A,1.0, A,1.0, A,1.0,A,1.0,A,1.0,A,1.0,A,1.0,A,1.0,A,1.0, A,1.0, A,1.0, C,0.0, A,1.0,A,1.0, B,0.0, A,1.0, A,1.0,A,1.0,A,1.0,A,1.0, B,0.0,A,1.0, D,0.0, A,1.0,A,1.0,A,1.0,0.3457459036417604,Low
215,id5172,"A person is considering various organs, and is looking at which ones will be most muscular. A contender for most muscular is",the lungsSALILSPLITCHECKthe kidneySALILSPLITCHECKthe heart (correct)SALILSPLITCHECKthe liver, C,1.0, C,1.0,C,1.0, C,1.0, D,0.0, C,1.0, C,1.0,C,1.0,C,1.0,C,1.0,C,1.0,C,1.0,C,1.0, C,1.0, C,1.0, B,0.0, C,1.0,C,1.0, C,1.0, C,1.0, C,1.0,C,1.0,C,1.0,C,1.0, B,0.0,C,1.0, B,0.0, C,1.0,C,1.0,C,1.0,0.3457459036417604,Low
396,id5353,"If a grizzly bear eats a salmon, what is the grizzly bear demonstrating?",consumption (correct)SALILSPLITCHECKcinematographySALILSPLITCHECKdirectionSALILSPLITCHECKproduction, A,1.0, A,1.0,A,1.0, A,1.0, D,0.0, A,1.0, A,1.0,A,1.0,A,1.0,A,1.0,A,1.0,A,1.0,A,1.0, A,1.0, A,1.0, A,1.0, A,1.0,A,1.0, B,0.0, A,1.0, A,1.0,A,1.0,A,1.0,A,1.0, B,0.0,A,1.0, B,0.0, A,1.0,A,1.0,A,1.0,0.3457459036417604,Low
207,id5164,Resources decreasing in an environment,induces organisms to use more of their resourcesSALILSPLITCHECKcauses an increase in use of resourcesSALILSPLITCHECKcauses an uptick in birthrateSALILSPLITCHECKinduces organisms to be more economical with resources (correct), D,1.0, D,1.0,D,1.0, D,1.0, D,1.0, D,1.0, D,1.0,D,1.0,D,1.0,D,1.0,D,1.0,D,1.0,D,1.0, D,1.0, D,1.0, B,0.0, D,1.0,D,1.0, A,0.0, D,1.0, D,1.0,D,1.0,D,1.0,D,1.0, B,0.0,D,1.0, A,0.0, D,1.0,D,1.0,D,1.0,0.3457459036417604,Low
427,id5384,A wedge requires,electrical energySALILSPLITCHECKchemical energySALILSPLITCHECKmechanical energy (correct)SALILSPLITCHECKheat energy, C,1.0, C,1.0,C,1.0, C,1.0, D,0.0, C,1.0, C,1.0,C,1.0,C,1.0,C,1.0,C,1.0,C,1.0,C,1.0, C,1.0, C,1.0, D,0.0, C,1.0,C,1.0, C,1.0, C,1.0, C,1.0,C,1.0,C,1.0,C,1.0, B,0.0,C,1.0, A,0.0, C,1.0,C,1.0,C,1.0,0.3457459036417604,Low
437,id5394,Camouflage is when an organism does what?,reconfigure appearance to blend in (correct)SALILSPLITCHECKhides its young to avoid preySALILSPLITCHECKchanges its shape to appear largerSALILSPLITCHECKburies itself to disappear momentarily, A,1.0, A,1.0,A,1.0, A,1.0, B,0.0, A,1.0, A,1.0,A,1.0,A,1.0,A,1.0,A,1.0,A,1.0,A,1.0, A,1.0, A,1.0, B,0.0, A,1.0,A,1.0, A,1.0, A,1.0, A,1.0,A,1.0,A,1.0,A,1.0, B,0.0,A,1.0, C,0.0, A,1.0,A,1.0,A,1.0,0.3457459036417604,Low
444,id5401,"Carbohydrates are made of sugar, which means that a diabetic would need to exhibit care in consuming",broccoliSALILSPLITCHECKmeatSALILSPLITCHECKcelerySALILSPLITCHECKtoast (correct), D,1.0, D,1.0,D,1.0, D,1.0, D,1.0, D,1.0, D,1.0,D,1.0,B,0.0,D,1.0,D,1.0,D,1.0,D,1.0, D,1.0, D,1.0, D,1.0, D,1.0,D,1.0, B,0.0, D,1.0, D,1.0,D,1.0,D,1.0,D,1.0, B,0.0,D,1.0, B,0.0, D,1.0,D,1.0,D,1.0,0.3457459036417604,Low
188,id5145,Wind frequently helps transport from one place to another,marble statuesSALILSPLITCHECKmolten magmaSALILSPLITCHECKsubterranean termitesSALILSPLITCHECKexposed topsoil (correct), D,1.0, D,1.0,D,1.0, D,1.0, D,1.0, D,1.0, D,1.0,D,1.0,D,1.0,D,1.0,D,1.0,D,1.0,D,1.0, D,1.0, D,1.0, B,0.0, D,1.0,D,1.0, D,1.0, D,1.0, D,1.0,D,1.0,D,1.0,D,1.0, B,0.0,B,0.0, C,0.0, D,1.0,D,1.0,D,1.0,0.3457459036417604,Low
454,id5411,The dam was put under much more stress after the,partySALILSPLITCHECKhuge rain storm (correct)SALILSPLITCHECKdroughtSALILSPLITCHECKbreakup., B,1.0, B,1.0,B,1.0, B,1.0, B,1.0, B,1.0, B,1.0,B,1.0,B,1.0,B,1.0,B,1.0,B,1.0,B,1.0, B,1.0, B,1.0, C,0.0, B,1.0,B,1.0, A,0.0, B,1.0, B,1.0,B,1.0,B,1.0,B,1.0, B,1.0,C,0.0, A,0.0, B,1.0,B,1.0,B,1.0,0.3457459036417604,Low
187,id5144,As a drought worsens the level at an aquifer will,stay the sameSALILSPLITCHECKfluctuate wildlySALILSPLITCHECKdecrease (correct)SALILSPLITCHECKincrease, C,1.0, C,1.0,C,1.0, C,1.0, C,1.0, C,1.0, C,1.0,C,1.0,C,1.0,C,1.0,C,1.0,C,1.0,C,1.0, C,1.0, C,1.0, D,0.0, C,1.0,C,1.0, B,0.0, C,1.0, C,1.0,C,1.0,C,1.0,C,1.0, B,0.0,C,1.0, D,0.0, C,1.0,C,1.0,C,1.0,0.3457459036417604,Low
461,id5418,A sousaphone,is ancientSALILSPLITCHECKis a frogSALILSPLITCHECKmakes deep noises (correct)SALILSPLITCHECKis a smartphone, C,1.0, C,1.0,C,1.0, C,1.0, D,0.0, C,1.0, C,1.0,C,1.0,C,1.0,C,1.0,C,1.0,C,1.0,C,1.0, C,1.0, C,1.0, D,0.0, C,1.0,C,1.0, C,1.0, C,1.0, C,1.0,C,1.0,C,1.0,C,1.0, B,0.0,C,1.0, A,0.0, C,1.0,C,1.0,C,1.0,0.3457459036417604,Low
403,id5360,Coal-fire power stations heat coal to incredible temps in order to,produce energy (correct)SALILSPLITCHECKuse heat energySALILSPLITCHECKburn energySALILSPLITCHECKfuel the world, A,1.0, A,1.0,A,1.0, A,1.0, B,0.0, A,1.0, A,1.0,A,1.0,A,1.0,A,1.0,A,1.0,A,1.0,A,1.0, A,1.0, A,1.0, B,0.0, A,1.0,A,1.0, A,1.0, A,1.0, A,1.0,A,1.0,A,1.0,A,1.0, B,0.0,A,1.0, B,0.0, A,1.0,A,1.0,A,1.0,0.3457459036417604,Low
249,id5206,"A company makes notebooks for college courses, so their main material is",chipsSALILSPLITCHECKwaterSALILSPLITCHECKgrassSALILSPLITCHECKtrees (correct), D,1.0, D,1.0,D,1.0, D,1.0, D,1.0, D,1.0, D,1.0,D,1.0,D,1.0,D,1.0,D,1.0,D,1.0,D,1.0, D,1.0, D,1.0, B,0.0, D,1.0,D,1.0, A,0.0, D,1.0, D,1.0,D,1.0,D,1.0,D,1.0, B,0.0,D,1.0, A,0.0, D,1.0,D,1.0,D,1.0,0.3457459036417604,Low
86,id5043,Beak shape can influence a bird's ability,to give birth to live youngSALILSPLITCHECKto mate with it's partnerSALILSPLITCHECKto fly to warmer climatesSALILSPLITCHECKto chew up certain worms (correct), D,1.0, D,1.0,D,1.0, D,1.0, D,1.0, D,1.0, D,1.0,D,1.0,D,1.0,D,1.0,D,1.0,D,1.0,D,1.0, D,1.0, D,1.0, C,0.0, D,1.0,D,1.0, B,0.0, D,1.0, D,1.0,D,1.0,D,1.0,D,1.0, B,0.0,D,1.0, B,0.0, D,1.0,D,1.0,D,1.0,0.3457459036417604,Low
81,id5038,are explosions safe?,they could harm living things (correct)SALILSPLITCHECKthey are very safeSALILSPLITCHECKthey cause nothing seriousSALILSPLITCHECKnone of these, A,1.0, A,1.0,A,1.0, A,1.0, B,0.0, A,1.0, A,1.0,A,1.0,A,1.0,A,1.0,A,1.0,A,1.0,A,1.0, A,1.0, A,1.0, C,0.0, A,1.0,A,1.0, A,1.0, A,1.0, A,1.0,A,1.0,A,1.0,A,1.0, A,1.0,A,1.0, B,0.0, D,0.0,A,1.0,A,1.0,0.3457459036417604,Low
49,id5006,"When the eggs hatch, the offspring are",killedSALILSPLITCHECKhurtSALILSPLITCHECKborn (correct)SALILSPLITCHECKcold, C,1.0, C,1.0,C,1.0, C,1.0, B,0.0, C,1.0, C,1.0,C,1.0,C,1.0,C,1.0,C,1.0,C,1.0,C,1.0, C,1.0, C,1.0, C,1.0, C,1.0,C,1.0, D,0.0, C,1.0, C,1.0,C,1.0,C,1.0,C,1.0, B,0.0,C,1.0, A,0.0, C,1.0,C,1.0,C,1.0,0.3457459036417604,Low
93,id5050,"When looking for good soil for plants, typically what is optimal?",malleable and nutritious (correct)SALILSPLITCHECKdry and sandySALILSPLITCHECKgrainy and bitterSALILSPLITCHECKcompact and hard, A,1.0, A,1.0,A,1.0, B,0.0, A,1.0, A,1.0, A,1.0,A,1.0,A,1.0,A,1.0,A,1.0,A,1.0,A,1.0, A,1.0, A,1.0, A,1.0, A,1.0,A,1.0, B,0.0, A,1.0, A,1.0,A,1.0,A,1.0,A,1.0, B,0.0,A,1.0, D,0.0, A,1.0,A,1.0,A,1.0,0.3457459036417604,Low
88,id5045,December 21st through March 20 is a three month period which is an example of what?,A sessionSALILSPLITCHECKA MatchSALILSPLITCHECKA Season (correct)SALILSPLITCHECKAutumn, C,1.0, C,1.0,C,1.0, C,1.0, C,1.0, C,1.0, C,1.0,C,1.0,C,1.0,C,1.0,C,1.0,C,1.0,C,1.0, C,1.0, C,1.0, B,0.0, C,1.0,C,1.0, D,0.0, C,1.0, C,1.0,C,1.0,C,1.0,C,1.0, B,0.0,C,1.0, A,0.0, C,1.0,C,1.0,C,1.0,0.3457459036417604,Low
27,id4984,what system is needed for a body to get its needed supply of the gas humans breathe in?,the circulatory system (correct)SALILSPLITCHECKthe digestive systemSALILSPLITCHECKthe school systemSALILSPLITCHECKcentral nervous system, A,1.0, A,1.0,A,1.0, D,0.0, D,0.0, A,1.0, A,1.0,A,1.0,A,1.0,A,1.0,A,1.0,A,1.0,A,1.0, A,1.0, A,1.0, A,1.0, A,1.0,A,1.0, C,0.0, A,1.0, A,1.0,A,1.0,A,1.0,A,1.0, B,0.0,A,1.0, A,1.0, A,1.0,A,1.0,A,1.0,0.3457459036417604,Low
132,id5089,A desert environment is,"dry, grass covered, and humidSALILSPLITCHECKlush, green, and tropicalSALILSPLITCHECKarid, parched, and sun-baked (correct)SALILSPLITCHECKdry, damp, and lush", C,1.0, C,1.0,C,1.0, C,1.0, C,1.0, C,1.0, C,1.0,C,1.0,C,1.0,C,1.0,C,1.0,C,1.0,C,1.0, C,1.0, C,1.0, D,0.0, C,1.0,C,1.0, A,0.0, C,1.0, C,1.0,C,1.0,C,1.0,C,1.0, B,0.0,C,1.0, D,0.0, C,1.0,C,1.0,C,1.0,0.3457459036417604,Low
97,id5054,Crop rotation has a positive impact on what?,government mentalitySALILSPLITCHECKdirt quality (correct)SALILSPLITCHECKtown economiesSALILSPLITCHECKcrop watering, B,1.0, B,1.0,B,1.0, B,1.0, C,0.0, B,1.0, B,1.0,B,1.0,B,1.0,B,1.0,B,1.0,B,1.0,B,1.0, B,1.0, C,0.0, B,1.0, B,1.0,B,1.0, C,0.0, B,1.0, B,1.0,B,1.0,B,1.0,B,1.0, B,1.0,B,1.0, A,0.0, B,1.0,B,1.0,B,1.0,0.34574590364176044,Low
414,id5371,cellular respiration is when energy is produced in a cell by consumption of,waterSALILSPLITCHECKnutrients (correct)SALILSPLITCHECKmitochondriaSALILSPLITCHECKgas, B,1.0, B,1.0,B,1.0, B,1.0, C,0.0, B,1.0, B,1.0,B,1.0,B,1.0,B,1.0,B,1.0,B,1.0,B,1.0, B,1.0, B,1.0, B,1.0, B,1.0,B,1.0, A,0.0, B,1.0, D,0.0,B,1.0,B,1.0,B,1.0, B,1.0,B,1.0, A,0.0, B,1.0,B,1.0,B,1.0,0.34574590364176044,Low
174,id5131,"A woman notices that she is depressed every autumn, and wonders why. A friend suggests to her that perhaps certain changes that take place as seasons move from warm to cold may be having an effect on her. When pressed for an example of these changes, the friend cites",flowers bloomingSALILSPLITCHECKgrass turning brown (correct)SALILSPLITCHECKtrees growingSALILSPLITCHECKblossoms blooming, B,1.0, B,1.0,B,1.0, B,1.0, C,0.0, B,1.0, B,1.0,B,1.0,D,0.0,B,1.0,B,1.0,B,1.0,B,1.0, B,1.0, B,1.0, B,1.0, B,1.0,B,1.0, C,0.0, B,1.0, B,1.0,B,1.0,B,1.0,B,1.0, B,1.0,B,1.0, A,0.0, B,1.0,B,1.0,B,1.0,0.34574590364176044,Low
78,id5035,Which substance is capable of dripping?,OxygenSALILSPLITCHECKJuice (correct)SALILSPLITCHECKWoodSALILSPLITCHECKLightning, B,1.0, B,1.0,B,1.0, B,1.0, D,0.0, B,1.0, B,1.0,B,1.0,D,0.0,B,1.0,B,1.0,B,1.0,B,1.0, B,1.0, B,1.0, D,0.0, B,1.0,B,1.0, B,1.0, B,1.0, B,1.0,B,1.0,B,1.0,B,1.0, B,1.0,B,1.0, C,0.0, B,1.0,B,1.0,B,1.0,0.3457459036417605,Low
276,id5233,"I chipped away at a toy doll and the surface became really rough, when I rub it against a piece of wood that will create an increase in",animalsSALILSPLITCHECKresistance (correct)SALILSPLITCHECKwaterSALILSPLITCHECKsunshine, B,1.0, B,1.0,B,1.0, B,1.0, B,1.0, B,1.0, B,1.0,B,1.0,C,0.0,B,1.0,B,1.0,B,1.0,B,1.0, B,1.0, B,1.0, D,0.0, B,1.0,B,1.0, C,0.0, B,1.0, B,1.0,B,1.0,B,1.0,B,1.0, B,1.0,B,1.0, A,0.0, B,1.0,B,1.0,B,1.0,0.3457459036417605,Low
274,id5231,In which location would a groundhog hide from a wolf?,beside a treeSALILSPLITCHECKin the grassSALILSPLITCHECKon a stumpSALILSPLITCHECKunder the ground (correct), D,1.0, D,1.0,D,1.0, D,1.0, C,0.0, D,1.0, D,1.0,D,1.0,D,1.0,D,1.0,D,1.0,D,1.0,D,1.0, D,1.0, D,1.0, B,0.0, D,1.0,D,1.0, A,0.0, D,1.0, D,1.0,D,1.0,D,1.0,D,1.0, B,0.0,D,1.0, D,1.0, D,1.0,D,1.0,D,1.0,0.3457459036417605,Low
7,id4964,The middle of the day usually involves the bright star nearest to the earth to be straight overhead why?,moons gravitySALILSPLITCHECKhuman planet rotation (correct)SALILSPLITCHECKglobal warmingSALILSPLITCHECKmoon rotation, B,1.0, B,1.0,B,1.0, B,1.0, B,1.0, D,0.0, B,1.0,B,1.0,B,1.0,B,1.0,B,1.0,B,1.0,B,1.0, B,1.0, B,1.0, D,0.0, B,1.0,B,1.0, A,0.0, B,1.0, B,1.0,B,1.0,B,1.0,B,1.0, B,1.0,B,1.0, A,0.0, B,1.0,B,1.0,B,1.0,0.3457459036417605,Low
263,id5220,Which of the following is not an input in photosynthesis?,sunlightSALILSPLITCHECKoxygen (correct)SALILSPLITCHECKwaterSALILSPLITCHECKcarbon dioxide, B,1.0, B,1.0,B,1.0, B,1.0, D,0.0, B,1.0, B,1.0,B,1.0,B,1.0,B,1.0,B,1.0,B,1.0,B,1.0, B,1.0, B,1.0, C,0.0, B,1.0,B,1.0, C,0.0, B,1.0, B,1.0,B,1.0,B,1.0,B,1.0, B,1.0,B,1.0, C,0.0, B,1.0,B,1.0,B,1.0,0.3457459036417605,Low
381,id5338,the night sky shows very far away what,clumps of flaming gas (correct)SALILSPLITCHECKtidal waves washing over beachesSALILSPLITCHECKaircraft falling towards collisionSALILSPLITCHECKparty balloons tied to houses, A,1.0, A,1.0,A,1.0, A,1.0, C,0.0, A,1.0, A,1.0,A,1.0,A,1.0,A,1.0,A,1.0,A,1.0,A,1.0, A,1.0, A,1.0, B,0.0, A,1.0,A,1.0, B,0.0, A,1.0, A,1.0,A,1.0,A,1.0,A,1.0, B,0.0,A,1.0, A,1.0, A,1.0,A,1.0,A,1.0,0.3457459036417605,Low
193,id5150,Erosion could lead to,a change in the direction of a stream (correct)SALILSPLITCHECKa change in ocean temperaturesSALILSPLITCHECKan increase in rainy weatherSALILSPLITCHECKan increase in plants and animals, A,1.0, A,1.0,A,1.0, A,1.0, D,0.0, A,1.0, A,1.0,A,1.0,D,0.0,A,1.0,A,1.0,A,1.0,A,1.0, A,1.0, A,1.0, B,0.0, A,1.0,A,1.0, A,1.0, A,1.0, A,1.0,A,1.0,A,1.0,A,1.0, B,0.0,A,1.0, A,1.0, A,1.0,A,1.0,A,1.0,0.3457459036417605,Low
118,id5075,How could we determine approximately how far a bird is from the ground?,"Measure the altitude of the bird using a reference point, such as a tall building. (correct)SALILSPLITCHECKIdentify the species of birdSALILSPLITCHECKAsk the bird how high it was when it returns back to earthSALILSPLITCHECKMeasure the bird's mass", A,1.0, A,1.0,A,1.0, A,1.0, D,0.0, A,1.0, A,1.0,A,1.0,A,1.0,A,1.0,A,1.0,A,1.0,A,1.0, A,1.0, A,1.0, B,0.0, A,1.0,A,1.0, D,0.0, A,1.0, A,1.0,A,1.0,A,1.0,A,1.0, B,0.0,A,1.0, A,1.0, A,1.0,A,1.0,A,1.0,0.3457459036417605,Low
15,id4972,"As gasoline costs rise, alternative fuels are being used, which means that",wind power will be expensiveSALILSPLITCHECKgas costs will riseSALILSPLITCHECKoil costs will be maintainedSALILSPLITCHECKgasoline will be needed less (correct), D,1.0, D,1.0,D,1.0, D,1.0, B,0.0, D,1.0, D,1.0,D,1.0,D,1.0,D,1.0,D,1.0,D,1.0,D,1.0, D,1.0, D,1.0, A,0.0, D,1.0,D,1.0, B,0.0, D,1.0, D,1.0,D,1.0,D,1.0,D,1.0, B,0.0,D,1.0, D,1.0, D,1.0,D,1.0,D,1.0,0.3457459036417605,Low
