,instance_id,input.text,references,predicted_text_0,stats.quasi_exact_match_0,predicted_text_1,stats.quasi_exact_match_1,predicted_text_2,stats.quasi_exact_match_2,predicted_text_3,stats.quasi_exact_match_3,predicted_text_4,stats.quasi_exact_match_4,predicted_text_5,stats.quasi_exact_match_5,predicted_text_6,stats.quasi_exact_match_6,predicted_text_7,stats.quasi_exact_match_7,predicted_text_8,stats.quasi_exact_match_8,predicted_text_9,stats.quasi_exact_match_9,predicted_text_10,stats.quasi_exact_match_10,predicted_text_11,stats.quasi_exact_match_11,predicted_text_12,stats.quasi_exact_match_12,predicted_text_13,stats.quasi_exact_match_13,predicted_text_14,stats.quasi_exact_match_14,predicted_text_15,stats.quasi_exact_match_15,predicted_text_16,stats.quasi_exact_match_16,predicted_text_17,stats.quasi_exact_match_17,predicted_text_18,stats.quasi_exact_match_18,predicted_text_19,stats.quasi_exact_match_19,predicted_text_20,stats.quasi_exact_match_20,predicted_text_21,stats.quasi_exact_match_21,predicted_text_22,stats.quasi_exact_match_22,predicted_text_23,stats.quasi_exact_match_23,predicted_text_24,stats.quasi_exact_match_24,predicted_text_25,stats.quasi_exact_match_25,predicted_text_26,stats.quasi_exact_match_26,predicted_text_27,stats.quasi_exact_match_27,predicted_text_28,stats.quasi_exact_match_28,predicted_text_29,stats.quasi_exact_match_29,std,agreement_level
40,id5,Description: The mark “Salt” for packages of sodium chloride.,generic (correct), generic,1.0,generic,1.0,generic,1.0,arbitrary,0.0, generic,1.0,generic,1.0, generic,1.0,generic,1.0, arbitrary ,0.0, descriptive,0.0,generic,1.0,generic,1.0,generic,1.0, generic,1.0, descriptive,0.0, generic,1.0, descriptive,0.0, descriptive,0.0, generic,1.0, descriptive,0.0,generic,1.0,generic,1.0, generic,1.0,generic,1.0,generic,1.0, generic,1.0,generic,1.0,generic,1.0, generic,1.0, arbitrary,0.0,0.44977644510880377,Low
59,id67,"Description: The mark ""Coach"" for luxury accessories.",arbitrary (correct), arbitrary,1.0,arbitrary,1.0,generic,0.0,arbitrary,1.0, arbitrary,1.0,suggestive,0.0, arbitrary,1.0,arbitrary,1.0, arbitrary ,1.0, suggestive,0.0,arbitrary,1.0,arbitrary,1.0,arbitrary,1.0, arbitrary,1.0, descriptive,0.0, arbitrary,1.0, fanciful,0.0, suggestive,0.0, arbitrary,1.0, descriptive,0.0,arbitrary,1.0,arbitrary,1.0, arbitrary,1.0,arbitrary,1.0,arbitrary,1.0, arbitrary,1.0,arbitrary,1.0,arbitrary,1.0, fanciful,0.0, arbitrary,1.0,0.44977644510880377,Low
89,id94,"Description: The mark ""Membles"" for a literature oriented magazine.",fanciful (correct), fanciful,1.0,fanciful,1.0,fanciful,1.0,fanciful,1.0, fanciful,1.0,suggestive,0.0, fanciful,1.0,fanciful,1.0, suggestive ,0.0, suggestive,0.0,fanciful,1.0,arbitrary,0.0,fanciful,1.0, fanciful,1.0, arbitrary,0.0, fanciful,1.0, fanciful,1.0, fanciful,1.0, arbitrary,0.0, descriptive,0.0,arbitrary,0.0,fanciful,1.0, fanciful,1.0,fanciful,1.0,fanciful,1.0, fanciful,1.0,fanciful,1.0,fanciful,1.0, fanciful,1.0, fanciful,1.0,0.44977644510880377,Low
57,id65,"Description: The mark ""Sun"" for computers.",arbitrary (correct), arbitrary,1.0,arbitrary,1.0,arbitrary,1.0,arbitrary,1.0, arbitrary,1.0,fanciful,0.0, descriptive,0.0,arbitrary,1.0, arbitrary ,1.0, suggestive,0.0,arbitrary,1.0,arbitrary,1.0,arbitrary,1.0, arbitrary,1.0, descriptive,0.0, arbitrary,1.0, descriptive,0.0, descriptive,0.0, arbitrary,1.0, descriptive,0.0,arbitrary,1.0,arbitrary,1.0, arbitrary,1.0,arbitrary,1.0,arbitrary,1.0, arbitrary,1.0,arbitrary,1.0,arbitrary,1.0, suggestive,0.0, arbitrary,1.0,0.44977644510880377,Low
69,id76,"Description: The mark ""Shark"" for a custom t-shirt maker.",arbitrary (correct), arbitrary,1.0,arbitrary,1.0,suggestive,0.0,arbitrary,1.0, arbitrary,1.0,suggestive,0.0, descriptive,0.0,arbitrary,1.0, suggestive ,0.0, suggestive,0.0,arbitrary,1.0,arbitrary,1.0,arbitrary,1.0, arbitrary,1.0, descriptive,0.0, arbitrary,1.0, arbitrary,1.0, suggestive,0.0, arbitrary,1.0, arbitrary,1.0,arbitrary,1.0,arbitrary,1.0, arbitrary,1.0,fanciful,0.0,arbitrary,1.0, arbitrary,1.0,arbitrary,1.0,suggestive,0.0, arbitrary,1.0, arbitrary,1.0,0.46609159969939895,Low
71,id78,"Description: The mark ""Cheetah"" for a brand of wallets.",arbitrary (correct), arbitrary,1.0,arbitrary,1.0,suggestive,0.0,arbitrary,1.0, arbitrary,1.0,suggestive,0.0, descriptive,0.0,arbitrary,1.0, suggestive,0.0, arbitrary,1.0,arbitrary,1.0,arbitrary,1.0,arbitrary,1.0, arbitrary,1.0, descriptive,0.0, arbitrary,1.0, fanciful,0.0, arbitrary,1.0, arbitrary,1.0, arbitrary,1.0,arbitrary,1.0,arbitrary,1.0, arbitrary,1.0,arbitrary,1.0,fanciful,0.0, arbitrary,1.0,arbitrary,1.0,suggestive,0.0, fanciful,0.0, arbitrary,1.0,0.46609159969939895,Low
16,id26,"Description: The mark ""Fresh"" for car deodorizer.",descriptive (correct), descriptive,1.0,descriptive,1.0,descriptive,1.0,suggested,0.0, suggestive,0.0,descriptive,1.0, descriptive,1.0,descriptive,1.0, suggestive ,0.0, suggestive,0.0,descriptive,1.0,descriptive,1.0,descriptive,1.0, descriptive,1.0, descriptive,1.0, descriptive,1.0, descriptive,1.0, descriptive,1.0, descriptive,1.0, descriptive,1.0,arbitrary,0.0,descriptive,1.0, suggestive,0.0,descriptive,1.0,descriptive,1.0, arbitrary,0.0,Type: descriptive,0.0,descriptive,1.0, suggestive,0.0, descriptive,1.0,0.46609159969939895,Low
64,id71,"Description: The mark ""Daisy"" for a sports car.",arbitrary (correct), fanciful,0.0,arbitrary,1.0,arbitrary,1.0,arbitrary,1.0, fanciful,0.0,fanciful,0.0, descriptive,0.0,arbitrary,1.0, suggestive,0.0, arbitrary,1.0,arbitrary,1.0,arbitrary,1.0,arbitrary,1.0, fanciful,0.0, arbitrary,1.0, arbitrary,1.0, fanciful,0.0, arbitrary,1.0, arbitrary,1.0, descriptive,0.0,arbitrary,1.0,arbitrary,1.0, arbitrary,1.0,arbitrary,1.0,arbitrary,1.0, arbitrary,1.0,arbitrary,1.0,arbitrary,1.0, fanciful,0.0, arbitrary,1.0,0.46609159969939895,Low
30,id40,"Description: The mark ""Party Time!"" for an event planning service.",descriptive (correct), suggestive,0.0,suggestive,0.0,descriptive,1.0,fanciful,0.0, suggestive,0.0,suggestive,0.0, descriptive,1.0,arbitrary,0.0, suggestive ,0.0, suggestive,0.0,fanciful,0.0,descriptive,1.0,descriptive,1.0, fanciful,0.0, descriptive,1.0, descriptive,1.0, descriptive,1.0, descriptive,1.0, arbitrary,0.0, descriptive,1.0,arbitrary,0.0,suggestive,0.0, suggestive,0.0,suggestive,0.0,suggestive,0.0, arbitrary,0.0,Type: suggestive,0.0,suggestive,0.0, suggestive,0.0, fanciful,0.0,0.46609159969939895,Low
13,id23,"Description: The mark ""Tape"" for adhesive materials.",generic (correct), generic,1.0,generic,1.0,generic,1.0,arbitrary,0.0, generic,1.0,generic,1.0, generic,1.0,generic,1.0, arbitrary ,0.0, generic,1.0,generic,1.0,generic,1.0,descriptive,0.0, generic,1.0, descriptive,0.0, generic,1.0, descriptive,0.0, descriptive,0.0, generic,1.0, descriptive,0.0,arbitrary,0.0,generic,1.0, generic,1.0,generic,1.0,generic,1.0, generic,1.0,Type: generic,0.0,generic,1.0, generic,1.0, generic,1.0,0.466091599699399,Low
25,id35,"Description: The mark ""Speedy"" for a bus service.",descriptive (correct), descriptive,1.0,suggestive,0.0,descriptive,1.0,arbitrary,0.0, suggestive,0.0,suggestive,0.0, descriptive,1.0,suggestive,0.0, suggestive ,0.0, suggestive,0.0,arbitrary,0.0,descriptive,1.0,suggestive,0.0, descriptive,1.0, descriptive,1.0, suggestive,0.0, descriptive,1.0, suggestive,0.0, arbitrary,0.0, descriptive,1.0,arbitrary,0.0,descriptive,1.0, suggestive,0.0,suggestive,0.0,descriptive,1.0, arbitrary,0.0,Type: suggestive,0.0,suggestive,0.0, suggestive,0.0, suggestive,0.0,0.4794633014853841,Low
81,id87,"Description: The mark ""Moodle"" for an internet search engine.",fanciful (correct), fanciful,1.0,fanciful,1.0,arbitrary,0.0,arbitrary,0.0, fanciful,1.0,fanciful,1.0, fanciful,1.0,fanciful,1.0, suggestive,0.0, fanciful,1.0,fanciful,1.0,arbitrary,0.0,fanciful,1.0, fanciful,1.0, descriptive,0.0, fanciful,1.0, fanciful,1.0, fanciful,1.0, arbitrary,0.0, descriptive,0.0,arbitrary,0.0,fanciful,1.0, fanciful,1.0,fanciful,1.0,fanciful,1.0, arbitrary,0.0,fanciful,1.0,fanciful,1.0, arbitrary,0.0, fanciful,1.0,0.4794633014853841,Low
90,id95,"Description: The mark ""Sast"" for salad dressing.",fanciful (correct), fanciful,1.0,fanciful,1.0,suggestive,0.0,arbitrary,0.0, invented,0.0,suggestive,0.0, descriptive,0.0,fanciful,1.0, suggestive ,0.0, suggestive,0.0,fanciful,1.0,descriptive,0.0,fanciful,1.0, descriptive,0.0, descriptive,0.0, fanciful,1.0, descriptive,0.0, descriptive,0.0, arbitrary,0.0, descriptive,0.0,arbitrary,0.0,fanciful,1.0, fanciful,1.0,descriptive,0.0,fanciful,1.0, arbitrary,0.0,Type: fanciful,0.0,fanciful,1.0, suggestive,0.0, arbitrary,0.0,0.4794633014853841,Low
88,id93,"Description: The mark ""Nekmit"" for a line of wedding rings.",fanciful (correct), fanciful,1.0,fanciful,1.0,fanciful,1.0,arbitrary,0.0, fanciful,1.0,fanciful,1.0, descriptive,0.0,fanciful,1.0, arbitrary ,0.0, fanciful,1.0,fanciful,1.0,arbitrary,0.0,fanciful,1.0, fanciful,1.0, arbitrary,0.0, fanciful,1.0, fanciful,1.0, arbitrary,0.0, arbitrary,0.0, arbitrary,0.0,arbitrary,0.0,fanciful,1.0, fanciful,1.0,fanciful,1.0,fanciful,1.0, fanciful,1.0,fanciful,1.0,fanciful,1.0, arbitrary,0.0, fanciful,1.0,0.4794633014853841,Low
18,id28,"Description: The mark ""International Business Machines"" for a computer manufacturer.",descriptive (correct), fanciful,0.0,descriptive,1.0,arbitrary,0.0,arbitrary,0.0, arbitrary,0.0,arbitrary,0.0, arbitrary,0.0,descriptive,1.0, arbitrary ,0.0, suggestive,0.0,fanciful,0.0,arbitrary,0.0,descriptive,1.0, fanciful,0.0, descriptive,1.0, descriptive,1.0, descriptive,1.0, descriptive,1.0, arbitrary,0.0, arbitrary,0.0,arbitrary,0.0,descriptive,1.0, descriptive,1.0,arbitrary,0.0,descriptive,1.0, fanciful,0.0,Type: descriptive,0.0,suggestive,0.0, arbitrary,0.0, arbitrary,0.0,0.4794633014853841,Low
32,id42,"Description: The mark ""Coastal Winery"" for varietal wines.",descriptive (correct), descriptive,1.0,descriptive,1.0,descriptive,1.0,arbitrary,0.0," Description: The mark ""Coastal Winery"" for varietal wines.",0.0,suggestive,0.0, descriptive,1.0,descriptive,1.0, suggestive,0.0, suggestive,0.0,fanciful,0.0,descriptive,1.0,descriptive,1.0, descriptive,1.0, descriptive,1.0, descriptive,1.0, descriptive,1.0, descriptive,1.0, descriptive,1.0, descriptive,1.0,arbitrary,0.0,descriptive,1.0, descriptive,1.0,descriptive,1.0,descriptive,1.0, fanciful,0.0,descriptive,1.0,suggestive,0.0, suggestive,0.0, descriptive,1.0,0.4794633014853841,Low
9,id19,"Description: The mark ""Cutlery"" for eating utencils.",generic (correct), generic,1.0,descriptive,0.0,generic,1.0,generic,1.0, generic,1.0,generic,1.0, generic,1.0,generic,1.0, arbitrary ,0.0, generic,1.0,generic,1.0,generic,1.0,generic,1.0, generic,1.0, descriptive,0.0, generic,1.0, descriptive,0.0, descriptive,0.0, descriptive,0.0, descriptive,0.0,generic,1.0,generic,1.0, generic,1.0,descriptive,0.0,descriptive,0.0, generic,1.0,generic,1.0,generic,1.0, generic,1.0, descriptive,0.0,0.4794633014853841,Low
60,id68,"Description: The mark ""Shell"" for gas stations.",arbitrary (correct), suggestive,0.0,arbitrary,1.0,arbitrary,1.0,arbitrary,1.0, arbitrary,1.0,suggestive,0.0, descriptive,0.0,arbitrary,1.0, generic ,0.0, arbitrary,1.0,arbitrary,1.0,arbitrary,1.0,arbitrary,1.0, arbitrary,1.0, descriptive,0.0, arbitrary,1.0, descriptive,0.0, arbitrary,1.0, generic,0.0, descriptive,0.0,arbitrary,1.0,arbitrary,1.0, arbitrary,1.0,arbitrary,1.0,arbitrary,1.0, generic,0.0,arbitrary,1.0,arbitrary,1.0, generic,0.0, arbitrary,1.0,0.4794633014853841,Low
79,id85,Description: The mark “Balto” for a television streaming service.,fanciful (correct), fanciful,1.0,arbitrary,0.0,arbitrary,0.0,arbitrary,0.0, fanciful,1.0,arbitrary,0.0, descriptive,0.0,arbitrary,0.0, arbitrary ,0.0, arbitrary,0.0,arbitrary,0.0,arbitrary,0.0,arbitrary,0.0, fanciful,1.0, descriptive,0.0, arbitrary,0.0, fanciful,1.0, arbitrary,0.0, arbitrary,0.0, arbitrary,0.0,arbitrary,0.0,arbitrary,0.0, arbitrary,0.0,fanciful,1.0,fanciful,1.0, fanciful,1.0,arbitrary,0.0,fanciful,1.0, fanciful,1.0, fanciful,1.0,0.47946330148538424,Low
70,id77,"Description: The mark ""GreenBull"" for formal wear.",arbitrary (correct), arbitrary,1.0,fanciful,0.0,suggestive,0.0,arbitrary,1.0," Description: The mark ""GreenBull"" for formal wear.",0.0,suggestive,0.0, fanciful,0.0,arbitrary,1.0, suggestive ,0.0, suggestive,0.0,fanciful,0.0,arbitrary,1.0,arbitrary,1.0, fanciful,0.0, descriptive,0.0, arbitrary,1.0, fanciful,0.0, fanciful,0.0, arbitrary,1.0, descriptive,0.0,arbitrary,1.0,fanciful,0.0, arbitrary,1.0,fanciful,0.0,fanciful,0.0, arbitrary,1.0,Type: arbitrary,0.0,suggestive,0.0, arbitrary,1.0, fanciful,0.0,0.4901325178535608,Low
75,id81,"Description: The mark ""Madak"" for a printing company.",fanciful (correct), fanciful,1.0,fanciful,1.0,fanciful,1.0,arbitrary,0.0, fanciful,1.0,fanciful,1.0, arbitrary,0.0,fanciful,1.0, arbitrary ,0.0, arbitrary,0.0,arbitrary,0.0,arbitrary,0.0,fanciful,1.0, fanciful,1.0, descriptive,0.0, fanciful,1.0, descriptive,0.0, fanciful,1.0, arbitrary,0.0, arbitrary,0.0,arbitrary,0.0,fanciful,1.0, fanciful,1.0,fanciful,1.0,fanciful,1.0, fanciful,1.0,fanciful,1.0,fanciful,1.0, fanciful,1.0, fanciful,1.0,0.4901325178535608,Low
28,id38,"Description: The mark ""American Airlines"" for an air based transporation service.",descriptive (correct), descriptive,1.0,descriptive,1.0,arbitrary,0.0,arbitrary,0.0, arbitrary,0.0,suggestive,0.0, generic,0.0,arbitrary,0.0, arbitrary ,0.0, suggestive,0.0,arbitrary,0.0,arbitrary,0.0,descriptive,1.0, arbitrary,0.0, descriptive,1.0, descriptive,1.0, descriptive,1.0, descriptive,1.0, arbitrary,0.0, arbitrary,0.0,arbitrary,0.0,descriptive,1.0, descriptive,1.0,arbitrary,0.0,descriptive,1.0, arbitrary,0.0,descriptive,1.0,suggestive,0.0, fanciful,0.0, arbitrary,0.0,0.4901325178535608,Low
72,id79,"Description: The mark ""TidePool"" for treehouse manufacturing company.",arbitrary (correct), arbitrary,1.0,suggestive,0.0,descriptive,0.0,arbitrary,1.0, fanciful,0.0,suggestive,0.0, fanciful,0.0,arbitrary,1.0, suggestive ,0.0, suggestive,0.0,fanciful,0.0,arbitrary,1.0,arbitrary,1.0, fanciful,0.0, descriptive,0.0, arbitrary,1.0, fanciful,0.0, fanciful,0.0, arbitrary,1.0, arbitrary,1.0,arbitrary,1.0,suggestive,0.0, arbitrary,1.0,fanciful,0.0,fanciful,0.0, fanciful,0.0,arbitrary,1.0,suggestive,0.0, fanciful,0.0, fanciful,0.0,0.4901325178535608,Low
58,id66,"Description: The mark ""Camel"" for cigarettes.",arbitrary (correct), arbitrary,1.0,arbitrary,1.0,arbitrary,1.0,arbitrary,1.0, arbitrary,1.0,suggestive,0.0, descriptive,0.0,arbitrary,1.0, arbitrary ,1.0, suggestive,0.0,arbitrary,1.0,arbitrary,1.0,arbitrary,1.0, arbitrary,1.0, descriptive,0.0, arbitrary,1.0, suggestive,0.0, suggestive,0.0, generic,0.0, descriptive,0.0,arbitrary,1.0,arbitrary,1.0, arbitrary,1.0,suggestive,0.0,arbitrary,1.0, generic,0.0,arbitrary,1.0,arbitrary,1.0, generic,0.0, arbitrary,1.0,0.4901325178535609,Low
80,id86,"Description: The mark ""Whatpor"" for an online shopping service.",fanciful (correct), fanciful,1.0,fanciful,1.0,fanciful,1.0,fanciful,1.0, fanciful,1.0,suggestive,0.0, fanciful,1.0,fanciful,1.0, suggestive ,0.0, suggestive,0.0,fanciful,1.0,arbitrary,0.0,fanciful,1.0, fanciful,1.0, arbitrary,0.0, fanciful,1.0, descriptive,0.0, fanciful,1.0, arbitrary,0.0, arbitrary,0.0,arbitrary,0.0,fanciful,1.0, fanciful,1.0,fanciful,1.0,fanciful,1.0, arbitrary,0.0,fanciful,1.0,fanciful,1.0, suggestive,0.0, fanciful,1.0,0.4901325178535609,Low
92,id97,"Description: The mark ""Lanbe"" for custom wallets.",fanciful (correct), fanciful,1.0,fanciful,1.0,fanciful,1.0,arbitrary,0.0, fanciful,1.0,fanciful,1.0, fanciful,1.0,arbitrary,0.0, arbitrary ,0.0, suggestive,0.0,fanciful,1.0,arbitrary,0.0,fanciful,1.0, fanciful,1.0, descriptive,0.0, fanciful,1.0, fanciful,1.0, fanciful,1.0, arbitrary,0.0, arbitrary,0.0,arbitrary,0.0,fanciful,1.0, fanciful,1.0,fanciful,1.0,fanciful,1.0, fanciful,1.0,Type: fanciful,0.0,fanciful,1.0, arbitrary,0.0, fanciful,1.0,0.4901325178535609,Low
77,id83,"Description: The mark ""Reloto"" for soda.",fanciful (correct), fanciful,1.0,fanciful,1.0,fanciful,1.0,fanciful,1.0, fanciful,1.0,fanciful,1.0, descriptive,0.0,fanciful,1.0, arbitrary ,0.0, suggestive,0.0,fanciful,1.0,arbitrary,0.0,fanciful,1.0, fanciful,1.0, descriptive,0.0, fanciful,1.0, descriptive,0.0, fanciful,1.0, arbitrary,0.0, descriptive,0.0,arbitrary,0.0,fanciful,1.0, fanciful,1.0,arbitrary,0.0,fanciful,1.0, fanciful,1.0,fanciful,1.0,fanciful,1.0, arbitrary,0.0, fanciful,1.0,0.4901325178535609,Low
5,id15,"Description: The mark ""Car"" for a line of automobiles.",generic (correct), generic,1.0,generic,1.0,generic,1.0,arbitrary,0.0, generic,1.0,generic,1.0, generic,1.0,generic,1.0, arbitrary ,0.0, suggestive,0.0,generic,1.0,generic,1.0,generic,1.0, arbitrary,0.0, descriptive,0.0, generic,1.0, fanciful,0.0, arbitrary,0.0, generic,1.0, arbitrary,0.0,arbitrary,0.0,generic,1.0, generic,1.0,descriptive,0.0,generic,1.0, generic,1.0,generic,1.0,suggestive,0.0, generic,1.0, generic,1.0,0.4901325178535609,Low
94,id99,"Description: The mark ""Ceath"" for waterguns.",fanciful (correct), fanciful,1.0,fanciful,1.0,fanciful,1.0,arbitrary,0.0, invented,0.0,fanciful,1.0, arbitrary,0.0,fanciful,1.0, arbitrary ,0.0, fanciful,1.0,fanciful,1.0,arbitrary,0.0,fanciful,1.0, fanciful,1.0, arbitrary,0.0, fanciful,1.0, fanciful,1.0, fanciful,1.0, arbitrary,0.0, arbitrary,0.0,arbitrary,0.0,fanciful,1.0, fanciful,1.0,fanciful,1.0,fanciful,1.0, arbitrary,0.0,fanciful,1.0,fanciful,1.0, arbitrary,0.0, fanciful,1.0,0.4901325178535609,Low
8,id18,"Description: The mark ""Diamond"" for precious stones.",generic (correct), generic,1.0,generic,1.0,generic,1.0,arbitrary,0.0, generic,1.0,generic,1.0, generic,1.0,generic,1.0, generic ,1.0, generic,1.0,generic,1.0,generic,1.0,generic,1.0, arbitrary,0.0, arbitrary,0.0, generic,1.0, descriptive,0.0, generic,1.0, arbitrary,0.0, arbitrary,0.0,arbitrary,0.0,generic,1.0, generic,1.0,suggestive,0.0,generic,1.0, generic,1.0,generic,1.0,arbitrary,0.0, fanciful,0.0, arbitrary,0.0,0.4901325178535609,Low
24,id34,"Description: The mark ""Compact"" for wallets.",descriptive (correct), suggestive,0.0,descriptive,1.0,descriptive,1.0,arbitrary,0.0," Description: The mark ""Compact"" for wallets.",0.0,descriptive,1.0, descriptive,1.0,descriptive,1.0, arbitrary ,0.0, suggestive,0.0,descriptive,1.0,descriptive,1.0,descriptive,1.0, descriptive,1.0, descriptive,1.0, descriptive,1.0, descriptive,1.0, descriptive,1.0, arbitrary,0.0, descriptive,1.0,arbitrary,0.0,descriptive,1.0, descriptive,1.0,descriptive,1.0,descriptive,1.0, arbitrary,0.0,Type: suggestive,0.0,suggestive,0.0, suggestive,0.0, descriptive,1.0,0.4901325178535609,Low
55,id63,"Description: The mark ""Dove"" for chocolate.",arbitrary (correct), arbitrary,1.0,arbitrary,1.0,arbitrary,1.0,arbitrary,1.0, arbitrary,1.0,suggestive,0.0, descriptive,0.0,arbitrary,1.0, suggestive,0.0, suggestive,0.0,arbitrary,1.0,arbitrary,1.0,arbitrary,1.0, arbitrary,1.0, descriptive,0.0, arbitrary,1.0, descriptive,0.0, suggestive,0.0, arbitrary,1.0, descriptive,0.0,arbitrary,1.0,arbitrary,1.0, arbitrary,1.0,arbitrary,1.0,arbitrary,1.0, arbitrary,1.0,Type: arbitrary,0.0,arbitrary,1.0, suggestive,0.0, suggestive,0.0,0.4901325178535609,Low
66,id73,"Description: The mark ""Penguin"" for a bus service.",arbitrary (correct), arbitrary,1.0,arbitrary,1.0,arbitrary,1.0,arbitrary,1.0, arbitrary,1.0,suggestive,0.0, descriptive,0.0,arbitrary,1.0, generic ,0.0, suggestive,0.0,arbitrary,1.0,arbitrary,1.0,arbitrary,1.0, arbitrary,1.0, descriptive,0.0, arbitrary,1.0, fanciful,0.0, fanciful,0.0, arbitrary,1.0, descriptive,0.0,arbitrary,1.0,arbitrary,1.0, arbitrary,1.0,fanciful,0.0,arbitrary,1.0, arbitrary,1.0,Type: arbitrary,0.0,arbitrary,1.0, fanciful,0.0, arbitrary,1.0,0.4901325178535609,Low
63,id70,"Description: The mark ""Oxygen"" for a line of pillows.",arbitrary (correct), generic,0.0,arbitrary,1.0,descriptive,0.0,arbitrary,1.0, arbitrary,1.0,generic,0.0, descriptive,0.0,arbitrary,1.0, arbitrary ,1.0, suggestive,0.0,arbitrary,1.0,descriptive,0.0,arbitrary,1.0, descriptive,0.0, descriptive,0.0, arbitrary,1.0, fanciful,0.0, descriptive,0.0, arbitrary,1.0, descriptive,0.0,arbitrary,1.0,suggestive,0.0, arbitrary,1.0,descriptive,0.0,suggestive,0.0, arbitrary,1.0,Type: arbitrary,0.0,suggestive,0.0, suggestive,0.0, suggestive,0.0,0.4982728791224399,Low
91,id96,"Description: The mark ""Antilds"" for plant seeds.",fanciful (correct), fanciful,1.0,fanciful,1.0,fanciful,1.0,arbitrary,0.0, fanciful,1.0,fanciful,1.0, descriptive,0.0,fanciful,1.0, arbitrary ,0.0, suggestive,0.0,fanciful,1.0,arbitrary,0.0,fanciful,1.0, fanciful,1.0, descriptive,0.0, fanciful,1.0, fanciful,1.0, descriptive,0.0, arbitrary,0.0, descriptive,0.0,arbitrary,0.0,fanciful,1.0, fanciful,1.0,descriptive,0.0,fanciful,1.0, fanciful,1.0,fanciful,1.0,fanciful,1.0, generic,0.0, fanciful,1.0,0.4982728791224399,Low
87,id92,"Description: The mark ""Oamp"" for baseball bats.",fanciful (correct), fanciful,1.0,fanciful,1.0,fanciful,1.0,arbitrary,0.0, fanciful,1.0,fanciful,1.0, arbitrary,0.0,fanciful,1.0, arbitrary ,0.0, suggestive,0.0,fanciful,1.0,arbitrary,0.0,fanciful,1.0, fanciful,1.0, descriptive,0.0, fanciful,1.0, fanciful,1.0, descriptive,0.0, arbitrary,0.0, descriptive,0.0,arbitrary,0.0,fanciful,1.0, fanciful,1.0,arbitrary,0.0,fanciful,1.0, arbitrary,0.0,fanciful,1.0,fanciful,1.0, fanciful,1.0, fanciful,1.0,0.4982728791224399,Low
85,id90,"Description: The mark ""Kalp"" for a consulting services company.",fanciful (correct), fanciful,1.0,fanciful,1.0,fanciful,1.0,arbitrary,0.0, fanciful,1.0,arbitrary,0.0, arbitrary,0.0,fanciful,1.0, arbitrary ,0.0, fanciful,1.0,arbitrary,0.0,arbitrary,0.0,fanciful,1.0, fanciful,1.0, descriptive,0.0, fanciful,1.0, fanciful,1.0, fanciful,1.0, arbitrary,0.0, arbitrary,0.0,arbitrary,0.0,fanciful,1.0, fanciful,1.0,fanciful,1.0,fanciful,1.0, fanciful,1.0,Type: fanciful,0.0,fanciful,1.0, arbitrary,0.0, fanciful,1.0,0.4982728791224399,Low
76,id82,"Description: The mark ""Yuteal"" for cleaning wipes.",fanciful (correct), fanciful,1.0,fanciful,1.0,fanciful,1.0,arbitrary,0.0, fanciful,1.0,suggestive,0.0, descriptive,0.0,fanciful,1.0, arbitrary ,0.0, suggestive,0.0,fanciful,1.0,arbitrary,0.0,fanciful,1.0, fanciful,1.0, descriptive,0.0, fanciful,1.0, fanciful,1.0, fanciful,1.0, arbitrary,0.0, descriptive,0.0,arbitrary,0.0,fanciful,1.0, fanciful,1.0,fanciful,1.0,fanciful,1.0, fanciful,1.0,Type: fanciful,0.0,fanciful,1.0, arbitrary,0.0, fanciful,1.0,0.4982728791224399,Low
44,id53,"Description: The mark ""Quick Green"" for grass seed.",suggestive (correct), suggestive,1.0,descriptive,0.0,descriptive,0.0,suggested,0.0, suggestive,1.0,descriptive,0.0, descriptive,0.0,suggestive,1.0, suggestive,1.0, suggestive,1.0,suggestive,1.0,descriptive,0.0,descriptive,0.0, descriptive,0.0, descriptive,0.0, suggestive,1.0, descriptive,0.0, descriptive,0.0, descriptive,0.0, descriptive,0.0,arbitrary,0.0,descriptive,0.0, suggestive,1.0,descriptive,0.0,suggestive,1.0, arbitrary,0.0,Type: descriptive,0.0,suggestive,1.0, suggestive,1.0, suggestive,1.0,0.4982728791224399,Low
34,id44,"Description: The mark ""Coppertone"" for suntan oil.",suggestive (correct), suggestive,1.0,suggestive,1.0,arbitrary,0.0,arbitrary,0.0, arbitrary,0.0,suggestive,1.0, descriptive,0.0,arbitrary,0.0, suggestive/suggestive ,0.0, suggestive,1.0,fanciful,0.0,arbitrary,0.0,suggestive,1.0, arbitrary,0.0, descriptive,0.0, suggestive,1.0, descriptive,0.0, descriptive,0.0, generic,0.0, descriptive,0.0,generic,0.0,suggestive,1.0, suggestive,1.0,suggestive,1.0,fanciful,0.0, arbitrary,0.0,Type: suggestive,0.0,suggestive,1.0, suggestive,1.0, suggestive,1.0,0.49827287912243995,Low
