,instance_id,input.text,references,predicted_text_0,stats.exact_match_0,predicted_text_1,stats.exact_match_1,predicted_text_2,stats.exact_match_2,predicted_text_3,stats.exact_match_3,predicted_text_4,stats.exact_match_4,predicted_text_5,stats.exact_match_5,predicted_text_6,stats.exact_match_6,predicted_text_7,stats.exact_match_7,predicted_text_8,stats.exact_match_8,predicted_text_9,stats.exact_match_9,predicted_text_10,stats.exact_match_10,predicted_text_11,stats.exact_match_11,predicted_text_12,stats.exact_match_12,predicted_text_13,stats.exact_match_13,predicted_text_14,stats.exact_match_14,predicted_text_15,stats.exact_match_15,predicted_text_16,stats.exact_match_16,predicted_text_17,stats.exact_match_17,predicted_text_18,stats.exact_match_18,predicted_text_19,stats.exact_match_19,predicted_text_20,stats.exact_match_20,predicted_text_21,stats.exact_match_21,predicted_text_22,stats.exact_match_22,predicted_text_23,stats.exact_match_23,predicted_text_24,stats.exact_match_24,predicted_text_25,stats.exact_match_25,predicted_text_26,stats.exact_match_26,predicted_text_27,stats.exact_match_27,predicted_text_28,stats.exact_match_28,predicted_text_29,stats.exact_match_29,std,agreement_level
72,id64,"Statement 1 | If a R is an integral domain, then R[x] is an integral domain. Statement 2 | If R is a ring and f(x) and g(x) are in R[x], then deg (f(x)g(x)) = deg f(x) + deg g(x).","True, TrueSALILSPLITCHECKFalse, FalseSALILSPLITCHECKTrue, False (correct)SALILSPLITCHECKFalse, True",A,0.0, B,0.0, B,0.0,B,0.0, A,0.0,D,0.0, A,0.0, B,0.0,A,0.0,B,0.0, B,0.0,A,0.0,A,0.0, A,0.0,A,0.0, A,0.0,D,0.0, A,0.0, A,0.0,C,1.0, C,1.0, A,0.0,C,1.0,C,1.0,A,0.0, A,0.0, C,1.0, C,1.0,C,1.0, B,0.0,0.43018306715207627,Low
66,id59,Statement 1 | Every integral domain with characteristic 0 is infinite. Statement 2 | Every integral domain with prime characteristic is finite.,"True, TrueSALILSPLITCHECKFalse, FalseSALILSPLITCHECKTrue, False (correct)SALILSPLITCHECKFalse, True",C,1.0, B,0.0, B,0.0,B,0.0, A,0.0,D,0.0, D,0.0, A,0.0,B,0.0,D,0.0, B,0.0,B,0.0,A,0.0, D,0.0,C,1.0, D,0.0,D,0.0, B,0.0, A,0.0,C,1.0, D,0.0, A,0.0,C,1.0,C,1.0,D,0.0, B,0.0, C,1.0, B,0.0,C,1.0, B,0.0,0.43018306715207627,Low
85,id76,Statement 1 | The unity of a subring must be the same as the unity of the ring. Statement 2 | Every field is an integral domain.,"True, TrueSALILSPLITCHECKFalse, FalseSALILSPLITCHECKTrue, FalseSALILSPLITCHECKFalse, True (correct)",A,0.0, B,0.0, B,0.0,A,0.0, A,0.0,A,0.0, B,0.0, D,1.0,A,0.0,D,1.0, B,0.0,A,0.0,A,0.0, C,0.0,D,1.0, D,1.0,D,1.0, A,0.0, A,0.0,A,0.0, B,0.0, A,0.0,A,0.0,A,0.0,D,1.0, A,0.0, D,1.0, A,0.0,A,0.0, B,0.0,0.43018306715207627,Low
63,id56,"The set of integers Z with the binary operation ""*"" defined as a*b =a +b+ 1 for a, b in Z, is a group. The identity element of this group is",0SALILSPLITCHECK1SALILSPLITCHECK-1 (correct)SALILSPLITCHECK12,B,0.0, B,0.0, B,0.0,C,1.0, A,0.0,B,0.0, B,0.0, D,0.0,A,0.0,B,0.0, B,0.0,A,0.0,A,0.0, C,1.0,C,1.0, A,0.0,C,1.0, C,1.0, B,0.0,B,0.0, A,0.0, B,0.0,B,0.0,A,0.0,C,1.0, C,1.0, A,0.0, B,0.0,A,0.0, B,0.0,0.43018306715207627,Low
77,id69,"Statement 1 | If G, H and K are groups of order 4, at least two of them are isomorphic. Statement 2 | If Z_r + Z_s is isomorphic to a subgroup Z_m + Z_n, then r divides m and s divides n.","True, TrueSALILSPLITCHECKFalse, FalseSALILSPLITCHECKTrue, False (correct)SALILSPLITCHECKFalse, True",C,1.0, B,0.0, B,0.0,A,0.0, A,0.0,D,0.0, D,0.0, C,1.0,A,0.0,D,0.0, B,0.0,B,0.0,A,0.0, C,1.0,A,0.0, D,0.0,D,0.0, A,0.0, A,0.0,C,1.0, B,0.0, A,0.0,C,1.0,C,1.0,A,0.0, A,0.0, B,0.0, A,0.0,C,1.0, B,0.0,0.43018306715207627,Low
5,id104,Compute the product in the given ring. (12)(16) in Z_24,0 (correct)SALILSPLITCHECK1SALILSPLITCHECK4SALILSPLITCHECK6,C,0.0, C,0.0, B,0.0,A,1.0, C,0.0,D,0.0, C,0.0, C,0.0,A,1.0,D,0.0, B,0.0,D,0.0,B,0.0, D,0.0,A,1.0, A,1.0,C,0.0, A,1.0, D,0.0,C,0.0, C,0.0, C,0.0,D,0.0,C,0.0,A,1.0, A,1.0, D,0.0, C,0.0,C,0.0, D,0.0,0.43018306715207627,Low
104,id93,Find the characteristic of the ring Z x Z.,0 (correct)SALILSPLITCHECK3SALILSPLITCHECK12SALILSPLITCHECK30,A,1.0, A,1.0, A,1.0,A,1.0, A,1.0,A,1.0, A,1.0, B,0.0,A,1.0,D,0.0, B,0.0,A,1.0,B,0.0, C,0.0,A,1.0, A,1.0,A,1.0, A,1.0, A,1.0,A,1.0, A,1.0, C,0.0,A,1.0,A,1.0,A,1.0, A,1.0, A,1.0, C,0.0,A,1.0, A,1.0,0.43018306715207627,Low
44,id38,"Statement 1 | Any set of two vectors in R^2 is linearly independent. Statement 2 | If V = span(v1, ... , vk) and {v1, ... , vk} are linearly independent, then dim(V) = k.","True, TrueSALILSPLITCHECKFalse, FalseSALILSPLITCHECKTrue, FalseSALILSPLITCHECKFalse, True (correct)",A,0.0, B,0.0, A,0.0,B,0.0, A,0.0,B,0.0, A,0.0, A,0.0,A,0.0,B,0.0, B,0.0,A,0.0,A,0.0, D,1.0,D,1.0, A,0.0,D,1.0, D,1.0, A,0.0,A,0.0, B,0.0, A,0.0,C,0.0,A,0.0,D,1.0, D,1.0, D,1.0, A,0.0,A,0.0, B,0.0,0.43018306715207627,Low
11,id11,"Statement 1 | If a and b are elements of finite order in an Abelian group, then |ab| is the lcm (|a|,|b|). Statement 2 | If g is a group element and g^n = e, then |g| = n.","True, TrueSALILSPLITCHECKFalse, False (correct)SALILSPLITCHECKTrue, FalseSALILSPLITCHECKFalse, True",A,0.0, B,1.0, B,1.0,B,1.0, A,0.0,D,0.0, A,0.0, A,0.0,A,0.0,B,1.0, B,1.0,B,1.0,A,0.0, B,1.0,C,0.0, D,0.0,B,1.0, C,0.0, A,0.0,C,0.0, D,0.0, C,0.0,C,0.0,A,0.0,C,0.0, C,0.0, C,0.0, D,0.0,A,0.0, C,0.0,0.44977644510880344,Low
70,id62,Statement 1 | A homomorphism may have an empty kernel. Statement 2 | It is not possible to have a nontrivial homomorphism of some finite group into some infinite group.,"True, TrueSALILSPLITCHECKFalse, False (correct)SALILSPLITCHECKTrue, FalseSALILSPLITCHECKFalse, True",C,0.0, B,1.0, B,1.0,B,1.0, A,0.0,D,0.0, D,0.0, D,0.0,A,0.0,D,0.0, B,1.0,B,1.0,A,0.0, B,1.0,C,0.0, D,0.0,D,0.0, C,0.0, C,0.0,A,0.0, D,0.0, C,0.0,C,0.0,C,0.0,B,1.0, C,0.0, C,0.0, D,0.0,C,0.0, B,1.0,0.4497764451088035,Low
37,id31,Statement 1 | R is a splitting field of some polynomial over Q. Statement 2 | There is a field with 60 elements.,"True, TrueSALILSPLITCHECKFalse, False (correct)SALILSPLITCHECKTrue, FalseSALILSPLITCHECKFalse, True",C,0.0, B,1.0, B,1.0,A,0.0, A,0.0,D,0.0, B,1.0, A,0.0,B,1.0,D,0.0, B,1.0,B,1.0,A,0.0, D,0.0,C,0.0, D,0.0,D,0.0, D,0.0, C,0.0,A,0.0, B,1.0, C,0.0,C,0.0,A,0.0,C,0.0, D,0.0, C,0.0, A,0.0,C,0.0, B,1.0,0.4497764451088035,Low
82,id73,Find the generator for the finite field Z_11.,1SALILSPLITCHECK2 (correct)SALILSPLITCHECK3SALILSPLITCHECK4,B,1.0, B,1.0, B,1.0,B,1.0, C,0.0,C,0.0, C,0.0, C,0.0,A,0.0,A,0.0, B,1.0,A,0.0,D,0.0, C,0.0,B,1.0, A,0.0,A,0.0, D,0.0, A,0.0,C,0.0, B,1.0, A,0.0,A,0.0,B,1.0,To,0.0, D,0.0, A,0.0, C,0.0,C,0.0, D,0.0,0.4497764451088035,Low
67,id6,Find the order of the factor group Z_6/<3>.,2SALILSPLITCHECK3 (correct)SALILSPLITCHECK6SALILSPLITCHECK12,B,1.0, C,0.0, B,1.0,A,0.0, A,0.0,B,1.0, A,0.0, A,0.0,A,0.0,C,0.0, B,1.0,A,0.0,B,1.0, A,0.0,A,0.0, A,0.0,C,0.0, A,0.0, A,0.0,B,1.0, D,0.0, C,0.0,A,0.0,A,0.0,A,0.0, A,0.0, B,1.0, B,1.0,A,0.0, C,0.0,0.44977644510880355,Low
15,id113,Find the number of elements in the indicated cyclic group: The cyclic subgroup of Z_30 generated by 25.,25SALILSPLITCHECK5SALILSPLITCHECK6 (correct)SALILSPLITCHECK30,B,0.0, D,0.0, D,0.0,B,0.0, B,0.0,B,0.0, C,1.0, D,0.0,B,0.0,C,1.0, B,0.0,B,0.0,A,0.0, B,0.0,C,1.0, B,0.0,B,0.0, B,0.0, B,0.0,C,1.0, C,1.0, C,1.0,B,0.0,B,0.0,C,1.0, B,0.0, D,0.0, B,0.0,C,1.0, B,0.0,0.44977644510880355,Low
69,id61,"Statement 1 | For any two groups G and G', there exists a homomorphism of G into G'. Statement 2 | Every homomorphism is a one-to-one map.","True, TrueSALILSPLITCHECKFalse, FalseSALILSPLITCHECKTrue, False (correct)SALILSPLITCHECKFalse, True",C,1.0, B,0.0, B,0.0,C,1.0, B,0.0,B,0.0, B,0.0, A,0.0,B,0.0,A,0.0, B,0.0,B,0.0,A,0.0, B,0.0,B,0.0, A,0.0,D,0.0, B,0.0, C,1.0,A,0.0, B,0.0, A,0.0,C,1.0,C,1.0,C,1.0, B,0.0, C,1.0, B,0.0,C,1.0, B,0.0,0.4497764451088036,Low
110,id99,"Statement 1 | If a group has an element of order 10, then it has elements of orders 1, 2, and 5. Statement 2 | If a group has an element of order 2 and an element of order 3, then it has an element of order 6.","True, TrueSALILSPLITCHECKFalse, FalseSALILSPLITCHECKTrue, False (correct)SALILSPLITCHECKFalse, True",A,0.0, B,0.0, A,0.0,A,0.0, A,0.0,D,0.0, B,0.0, B,0.0,B,0.0,D,0.0, B,0.0,B,0.0,A,0.0, D,0.0,C,1.0, A,0.0,D,0.0, C,1.0, A,0.0,C,1.0, A,0.0, C,1.0,C,1.0,C,1.0,Let,0.0, C,1.0, D,0.0, A,0.0,C,1.0, D,0.0,0.4497764451088036,Low
92,id82,"Statement 1 | If R is a ring and f(x) and g(x) are in R[x], then deg (f(x)+g(x)) = maximum (deg f(x), deg g(x)). Statement 2 | If F is a field then every ideal of F[x] is principal.","True, TrueSALILSPLITCHECKFalse, FalseSALILSPLITCHECKTrue, FalseSALILSPLITCHECKFalse, True (correct)",A,0.0, B,0.0, B,0.0,B,0.0, C,0.0,D,1.0, B,0.0, C,0.0,A,0.0,B,0.0, B,0.0,A,0.0,A,0.0, A,0.0,D,1.0, D,1.0,D,1.0, D,1.0, C,0.0,B,0.0, C,0.0, A,0.0,C,0.0,A,0.0,D,1.0, D,1.0, B,0.0, D,1.0,C,0.0, B,0.0,0.44977644510880366,Low
40,id34,The set of all real numbers under the usual multiplication operation is not a group since,multiplication is not a binary operationSALILSPLITCHECKmultiplication is not associativeSALILSPLITCHECKidentity element does not existSALILSPLITCHECKzero has no inverse (correct),D,1.0, B,0.0, A,0.0,D,1.0, D,1.0,D,1.0, D,1.0, B,0.0,D,1.0,D,1.0, B,0.0,D,1.0,D,1.0, C,0.0,D,1.0, D,1.0,D,1.0, D,1.0, D,1.0,D,1.0, C,0.0, D,1.0,D,1.0,D,1.0,D,1.0, D,1.0, C,0.0, D,1.0,D,1.0, B,0.0,0.4497764451088037,Low
109,id98,Statement 1 | For every positive integer n there is a cyclic group of order n. Statement 2 | Every finite cyclic group contains an element of every order that divides the order of the group.,"True, True (correct)SALILSPLITCHECKFalse, FalseSALILSPLITCHECKTrue, FalseSALILSPLITCHECKFalse, True",A,1.0, A,1.0, B,0.0,A,1.0, A,1.0,A,1.0, B,0.0, A,1.0,A,1.0,D,0.0, B,0.0,A,1.0,A,1.0, B,0.0,A,1.0, A,1.0,A,1.0, A,1.0, A,1.0,A,1.0, C,0.0, A,1.0,A,1.0,A,1.0,A,1.0, A,1.0, C,0.0, A,1.0,A,1.0, C,0.0,0.4497764451088037,Low
54,id48,"Statement 1 | In a finite dimensional vector space every linearly independent set of vectors is contained in a basis. Statement 2 | If B_1 and B_2 are bases for the same vector space, then |B_1| = |B_2|.","True, True (correct)SALILSPLITCHECKFalse, FalseSALILSPLITCHECKTrue, FalseSALILSPLITCHECKFalse, True",A,1.0, B,0.0, B,0.0,A,1.0, A,1.0,A,1.0, A,1.0, A,1.0,A,1.0,A,1.0, B,0.0,A,1.0,A,1.0, A,1.0,A,1.0, A,1.0,D,0.0, A,1.0, C,0.0,A,1.0, C,0.0, A,1.0,A,1.0,A,1.0,A,1.0, A,1.0, C,0.0, A,1.0,A,1.0, B,0.0,0.44977644510880377,Low
0,id10,Statement 1 | The symmetric group S_3 is cyclic. Statement 2 | Every group is isomorphic to some group of permutations.,"True, TrueSALILSPLITCHECKFalse, FalseSALILSPLITCHECKTrue, FalseSALILSPLITCHECKFalse, True (correct)",C,0.0, B,0.0, B,0.0,C,0.0, B,0.0,D,1.0, B,0.0, D,1.0,C,0.0,D,1.0, B,0.0,B,0.0,A,0.0, C,0.0,D,1.0, B,0.0,D,1.0, D,1.0, B,0.0,B,0.0, A,0.0, C,0.0,C,0.0,C,0.0,D,1.0, D,1.0, B,0.0, D,1.0,C,0.0, C,0.0,0.46609159969939895,Low
49,id43,Determine whether the polynomial in Z[x] satisfies an Eisenstein criterion for irreducibility over Q. 8x^3 + 6x^2 - 9x + 24,"Yes, with p=2.SALILSPLITCHECKYes, with p=3. (correct)SALILSPLITCHECKYes, with p=5.SALILSPLITCHECKNo.",B,1.0, A,0.0, A,0.0,B,1.0, D,0.0,D,0.0, B,1.0, A,0.0,B,1.0,D,0.0, B,1.0,A,0.0,A,0.0, D,0.0,D,0.0, D,0.0,D,0.0, D,0.0, B,1.0,C,0.0, D,0.0, D,0.0,D,0.0,B,1.0,B,1.0, D,0.0, D,0.0, B,1.0,D,0.0, D,0.0,0.46609159969939895,Low
47,id41,Let G denoted the set of all n x n non-singular matrices with rational numbers as entries. Then under multiplication G is a/an,"subgroupSALILSPLITCHECKfinite abelian groupSALILSPLITCHECKinfinite, non abelian group (correct)SALILSPLITCHECKininite, abelian",C,1.0, B,0.0, C,1.0,C,1.0, C,1.0,C,1.0, D,0.0, A,0.0,C,1.0,D,0.0, B,0.0,C,1.0,B,0.0, C,1.0,C,1.0, C,1.0,C,1.0, C,1.0, C,1.0,A,0.0, A,0.0, C,1.0,C,1.0,C,1.0,C,1.0, C,1.0, C,1.0, C,1.0,C,1.0, B,0.0,0.46609159969939895,Low
33,id27,"If A = {1, 2, 3} then relation S = {(1, 1), (2, 2)} is",symmetric onlySALILSPLITCHECKanti-symmetric onlySALILSPLITCHECKboth symmetric and anti-symmetric (correct)SALILSPLITCHECKan equivalence relation,D,0.0, D,0.0, C,1.0,C,1.0, C,1.0,D,0.0, D,0.0, D,0.0,A,0.0,D,0.0, B,0.0,D,0.0,D,0.0, D,0.0,C,1.0, D,0.0,B,0.0, C,1.0, A,0.0,D,0.0, B,0.0, D,0.0,A,0.0,D,0.0,C,1.0, C,1.0, C,1.0, A,0.0,B,0.0, C,1.0,0.466091599699399,Low
81,id72,Statement 1 | 4x - 2 is irreducible over Z. Statement 2 | 4x - 2 is irreducible over Q.,"True, TrueSALILSPLITCHECKFalse, FalseSALILSPLITCHECKTrue, FalseSALILSPLITCHECKFalse, True (correct)",C,0.0, B,0.0, B,0.0,B,0.0, A,0.0,B,0.0, B,0.0, A,0.0,B,0.0,D,1.0, B,0.0,B,0.0,A,0.0, A,0.0,D,1.0, D,1.0,D,1.0, D,1.0, A,0.0,C,0.0, B,0.0, C,0.0,C,0.0,C,0.0,D,1.0, D,1.0, D,1.0, D,1.0,C,0.0, B,0.0,0.466091599699399,Low
102,id91,Statement 1 | In a group (ab)^{-2} = b^{-2}a^{-2}. Statement 2 | In a group (ab)^n = a^nb^n.,"True, TrueSALILSPLITCHECKFalse, False (correct)SALILSPLITCHECKTrue, FalseSALILSPLITCHECKFalse, True",C,0.0, B,1.0, A,0.0,B,1.0, C,0.0,D,0.0, B,1.0, C,0.0,B,1.0,B,1.0, B,1.0,B,1.0,A,0.0, D,0.0,B,1.0, A,0.0,B,1.0, D,0.0, A,0.0,C,0.0, C,0.0, C,0.0,C,0.0,C,0.0,B,1.0, D,0.0, C,0.0, A,0.0,C,0.0, D,0.0,0.479463301485384,Low
86,id77,Statement 1 | The set of 2 x 2 matrices with integer entries and nonzero determinant is a group under matrix multiplication. Statement 2 | The set of 2 x 2 matrices with integer entries and determinant 1 is a group under matrix multiplication.,"True, TrueSALILSPLITCHECKFalse, FalseSALILSPLITCHECKTrue, FalseSALILSPLITCHECKFalse, True (correct)",A,0.0, B,0.0, B,0.0,A,0.0, A,0.0,A,0.0, D,1.0, B,0.0,B,0.0,D,1.0, B,0.0,C,0.0,B,0.0, B,0.0,D,1.0, D,1.0,D,1.0, D,1.0, A,0.0,A,0.0, D,1.0, A,0.0,C,0.0,A,0.0,D,1.0, D,1.0, B,0.0, D,1.0,A,0.0, B,0.0,0.4794633014853841,Low
108,id97,Statement 1 | Every nonzero free abelian group has an infinite number of bases. Statement 2 | Every free abelian group of rank at least 2 has an infinite number of bases.,"True, TrueSALILSPLITCHECKFalse, FalseSALILSPLITCHECKTrue, FalseSALILSPLITCHECKFalse, True (correct)",A,0.0, B,0.0, A,0.0,A,0.0, A,0.0,D,1.0, B,0.0, B,0.0,B,0.0,D,1.0, A,0.0,A,0.0,B,0.0, D,1.0,D,1.0, D,1.0,D,1.0, D,1.0, A,0.0,A,0.0, B,0.0, A,0.0,A,0.0,A,0.0,D,1.0, D,1.0, C,0.0, A,0.0,A,0.0, D,1.0,0.4794633014853841,Low
19,id13,Find the maximum possible order for an element of S_n for n = 7.,6SALILSPLITCHECK12 (correct)SALILSPLITCHECK30SALILSPLITCHECK105,A,0.0, D,0.0, D,0.0,D,0.0, D,0.0,D,0.0, B,1.0, B,1.0,C,0.0,B,1.0, B,1.0,B,1.0,B,1.0, C,0.0,D,0.0, D,0.0,D,0.0, D,0.0, D,0.0,D,0.0, B,1.0, D,0.0,C,0.0,A,0.0,C,0.0, D,0.0, D,0.0, B,1.0,B,1.0, B,1.0,0.4794633014853841,Low
62,id55,Statement 1 | Every permutation is a cycle. Statement 2 | Every cycle is a permutation.,"True, TrueSALILSPLITCHECKFalse, FalseSALILSPLITCHECKTrue, FalseSALILSPLITCHECKFalse, True (correct)",C,0.0, B,0.0, A,0.0,B,0.0, D,1.0,D,1.0, B,0.0, A,0.0,D,1.0,D,1.0, B,0.0,A,0.0,A,0.0, D,1.0,D,1.0, A,0.0,B,0.0, D,1.0, A,0.0,A,0.0, B,0.0, A,0.0,A,0.0,C,0.0,D,1.0, D,1.0, B,0.0, D,1.0,C,0.0, B,0.0,0.4794633014853841,Low
42,id36,"Statement 1 | For finite groups G and H, |G + H| = |G||H|. (G + H is the internal direct product.) Statement 2 | If r divides m and s divides n then Z_m + Z_n has a subgroup isomorphic to Z_r + Z_s.","True, True (correct)SALILSPLITCHECKFalse, FalseSALILSPLITCHECKTrue, FalseSALILSPLITCHECKFalse, True",A,1.0, B,0.0, B,0.0,A,1.0, B,0.0,D,0.0, B,0.0, A,1.0,B,0.0,D,0.0, B,0.0,A,1.0,A,1.0, D,0.0,A,1.0, D,0.0,D,0.0, C,0.0, C,0.0,A,1.0, C,0.0, A,1.0,C,0.0,A,1.0,Let,0.0, C,0.0, D,0.0, B,0.0,A,1.0, B,0.0,0.4794633014853841,Low
45,id39,The set of all nth roots of unity under multiplication of complex numbers form a/an,semi group with identitySALILSPLITCHECKcommutative semigroups with identitySALILSPLITCHECKgroupSALILSPLITCHECKabelian group (correct),D,1.0, C,0.0, D,1.0,D,1.0, D,1.0,C,0.0, D,1.0, D,1.0,C,0.0,D,1.0, B,0.0,C,0.0,D,1.0, B,0.0,D,1.0, D,1.0,D,1.0, D,1.0, D,1.0,D,1.0, A,0.0, C,0.0,D,1.0,D,1.0,D,1.0, D,1.0, C,0.0, D,1.0,D,1.0, B,0.0,0.4794633014853841,Low
55,id49,"Some group (G, 0) is known to be abelian. Then which one of the following is TRUE for G?","g = g^-1 for every g in GSALILSPLITCHECKg = g^2 for every g in GSALILSPLITCHECK(g o h)^2 = g^2 o h^2 for every g,h in G (correct)SALILSPLITCHECKG is of finite order",C,1.0, A,0.0, A,0.0,A,0.0, C,1.0,A,0.0, C,1.0, B,0.0,A,0.0,D,0.0, B,0.0,D,0.0,A,0.0, A,0.0,C,1.0, A,0.0,A,0.0, C,1.0, D,0.0,A,0.0, A,0.0, D,0.0,A,0.0,C,1.0,C,1.0, C,1.0, D,0.0, C,1.0,C,1.0, D,0.0,0.47946330148538413,Low
105,id94,"Statement 1 | For n > 1, the set {1,2, ..., n-1} is a group under multiplication modulo n. Statement 2 | There is an integer x such that 63x mod 100 = 1.","True, TrueSALILSPLITCHECKFalse, FalseSALILSPLITCHECKTrue, FalseSALILSPLITCHECKFalse, True (correct)",C,0.0, B,0.0, B,0.0,A,0.0, D,1.0,D,1.0, D,1.0, C,0.0,A,0.0,B,0.0, B,0.0,A,0.0,B,0.0, D,1.0,A,0.0, D,1.0,D,1.0, D,1.0, D,1.0,A,0.0, A,0.0, C,0.0,C,0.0,C,0.0,D,1.0, D,1.0, B,0.0, D,1.0,C,0.0, B,0.0,0.4901325178535608,Low
39,id33,"Compute the product in the given ring. (2,3)(3,5) in Z_5 x Z_9","(1,1)SALILSPLITCHECK(3,1)SALILSPLITCHECK(1,6) (correct)SALILSPLITCHECK(3,6)",C,1.0, C,1.0, C,1.0,D,0.0, C,1.0,B,0.0, D,0.0, A,0.0,C,1.0,D,0.0, B,0.0,B,0.0,B,0.0, C,1.0,D,0.0, D,0.0,C,1.0, D,0.0, D,0.0,D,0.0, B,0.0, D,0.0,C,1.0,C,1.0,Let,0.0, D,0.0, C,1.0, D,0.0,C,1.0, B,0.0,0.4901325178535608,Low
100,id9,Find the maximum possible order for some element of Z_4 x Z_6.,4SALILSPLITCHECK6SALILSPLITCHECK12 (correct)SALILSPLITCHECK24,C,1.0, D,0.0, D,0.0,C,1.0, C,1.0,D,0.0, C,1.0, C,1.0,C,1.0,D,0.0, B,0.0,C,1.0,B,0.0, D,0.0,C,1.0, D,0.0,C,1.0, C,1.0, D,0.0,C,1.0, D,0.0, C,1.0,C,1.0,C,1.0,C,1.0, C,1.0, D,0.0, C,1.0,C,1.0, C,1.0,0.4901325178535608,Low
51,id45,Statement 1 | The homomorphic image of a cyclic group is cyclic. Statement 2 | The homomorphic image of an Abelian group is Abelian.,"True, True (correct)SALILSPLITCHECKFalse, FalseSALILSPLITCHECKTrue, FalseSALILSPLITCHECKFalse, True",A,1.0, B,0.0, B,0.0,A,1.0, A,1.0,D,0.0, A,1.0, D,0.0,A,1.0,D,0.0, B,0.0,A,1.0,A,1.0, B,0.0,A,1.0, A,1.0,A,1.0, A,1.0, A,1.0,A,1.0, B,0.0, A,1.0,C,0.0,C,0.0,A,1.0, A,1.0, C,0.0, A,1.0,A,1.0, A,1.0,0.4901325178535608,Low
31,id25,Find all zeros in the indicated finite field of the given polynomial with coefficients in that field. x^3 + 2x + 2 in Z_7,"1SALILSPLITCHECK2SALILSPLITCHECK2,3 (correct)SALILSPLITCHECK6",C,1.0, C,1.0, D,0.0,C,1.0, C,1.0,C,1.0, B,0.0, A,0.0,C,1.0,C,1.0, B,0.0,D,0.0,B,0.0, C,1.0,D,0.0, D,0.0,C,1.0, C,1.0, C,1.0,C,1.0, B,0.0, C,1.0,C,1.0,C,1.0,To,0.0, C,1.0, D,0.0, C,1.0,C,1.0, C,1.0,0.4901325178535608,Low
84,id75,"Statement 1 | If H and K are subgroups of G and one of H or K is normal subgroup of G, then HK is a subgroup of G. Statement 2 | All groups of order p^2 where p is prime are Abelian.","True, True (correct)SALILSPLITCHECKFalse, FalseSALILSPLITCHECKTrue, FalseSALILSPLITCHECKFalse, True",A,1.0, B,0.0, B,0.0,B,0.0, A,1.0,D,0.0, D,0.0, C,0.0,A,1.0,D,0.0, B,0.0,B,0.0,A,1.0, D,0.0,A,1.0, D,0.0,D,0.0, A,1.0, C,0.0,A,1.0, A,1.0, C,0.0,C,0.0,A,1.0,A,1.0, A,1.0, C,0.0, D,0.0,C,0.0, B,0.0,0.4901325178535608,Low
21,id15,"Statement 1 | If a group has an element of order 10, then the number of elements of order 10 is divisible by 4. Statement 2 | If m and n are positive integers and phi is the Euler phi function, then phi(mn) = phi(m)phi(n).","True, TrueSALILSPLITCHECKFalse, False (correct)SALILSPLITCHECKTrue, FalseSALILSPLITCHECKFalse, True",A,0.0, B,1.0, B,1.0,B,1.0, B,1.0,A,0.0, D,0.0, B,1.0,B,1.0,D,0.0, B,1.0,B,1.0,A,0.0, C,0.0,D,0.0, A,0.0,D,0.0, D,0.0, C,0.0,C,0.0, C,0.0, C,0.0,C,0.0,C,0.0,B,1.0, D,0.0, B,1.0, A,0.0,C,0.0, B,1.0,0.4901325178535608,Low
96,id86,"(Z,*) is a group with a*b = a+b+1 for all a, b in Z. The inverse of a is",0SALILSPLITCHECK-2SALILSPLITCHECKa-2SALILSPLITCHECK(2+a)*-1 (correct),C,0.0, C,0.0, D,1.0,D,1.0, C,0.0,C,0.0, C,0.0, C,0.0,B,0.0,D,1.0, B,0.0,D,1.0,B,0.0, D,1.0,C,0.0, D,1.0,D,1.0, C,0.0, C,0.0,D,1.0, D,1.0, C,0.0,C,0.0,C,0.0,C,0.0, C,0.0, D,1.0, C,0.0,C,0.0, D,1.0,0.4901325178535608,Low
95,id85,Statement 1 | There exists a free abelian group of every positive integer rank. Statement 2 | A finitely generated abelian group is free abelian if its Betti number equals the number of elements in some generating set.,"True, True (correct)SALILSPLITCHECKFalse, FalseSALILSPLITCHECKTrue, FalseSALILSPLITCHECKFalse, True",A,1.0, A,1.0, B,0.0,A,1.0, A,1.0,D,0.0, B,0.0, C,0.0,A,1.0,D,0.0, B,0.0,A,1.0,D,0.0, D,0.0,A,1.0, A,1.0,B,0.0, A,1.0, A,1.0,A,1.0, A,1.0, A,1.0,A,1.0,A,1.0,A,1.0, A,1.0, C,0.0, A,1.0,A,1.0, B,0.0,0.4901325178535608,Low
61,id54,Find the generator for the finite field Z_7.,1SALILSPLITCHECK2SALILSPLITCHECK3 (correct)SALILSPLITCHECK4,B,0.0, C,1.0, B,0.0,B,0.0, A,0.0,C,1.0, C,1.0, B,0.0,C,1.0,A,0.0, B,0.0,A,0.0,D,0.0, A,0.0,B,0.0, A,0.0,A,0.0, C,1.0, C,1.0,C,1.0, C,1.0, A,0.0,A,0.0,B,0.0,To,0.0, C,1.0, A,0.0, C,1.0,C,1.0, D,0.0,0.4901325178535609,Low
