,instance_id,input.text,predicted_text_0,stats.quasi_exact_match_0,num_words_0,predicted_text_1,stats.quasi_exact_match_1,num_words_1,predicted_text_2,stats.quasi_exact_match_2,num_words_2,predicted_text_3,stats.quasi_exact_match_3,num_words_3,predicted_text_4,stats.quasi_exact_match_4,num_words_4,predicted_text_5,stats.quasi_exact_match_5,num_words_5,predicted_text_6,stats.quasi_exact_match_6,num_words_6,predicted_text_7,stats.quasi_exact_match_7,num_words_7,predicted_text_8,stats.quasi_exact_match_8,num_words_8,predicted_text_9,stats.quasi_exact_match_9,num_words_9,predicted_text_10,stats.quasi_exact_match_10,num_words_10,predicted_text_11,stats.quasi_exact_match_11,num_words_11,predicted_text_12,stats.quasi_exact_match_12,num_words_12,predicted_text_13,stats.quasi_exact_match_13,num_words_13,predicted_text_14,stats.quasi_exact_match_14,num_words_14,predicted_text_15,stats.quasi_exact_match_15,num_words_15,predicted_text_16,stats.quasi_exact_match_16,num_words_16,predicted_text_17,stats.quasi_exact_match_17,num_words_17,predicted_text_18,stats.quasi_exact_match_18,num_words_18,predicted_text_19,stats.quasi_exact_match_19,num_words_19,predicted_text_20,stats.quasi_exact_match_20,num_words_20,predicted_text_21,stats.quasi_exact_match_21,num_words_21,predicted_text_22,stats.quasi_exact_match_22,num_words_22,predicted_text_23,stats.quasi_exact_match_23,num_words_23,predicted_text_24,stats.quasi_exact_match_24,num_words_24,predicted_text_25,stats.quasi_exact_match_25,num_words_25,predicted_text_26,stats.quasi_exact_match_26,num_words_26,predicted_text_27,stats.quasi_exact_match_27,num_words_27,predicted_text_28,stats.quasi_exact_match_28,num_words_28,predicted_text_29,stats.quasi_exact_match_29,num_words_29,std,agreement_level
12,id22,"Description: The mark ""Cables"" for electronic wires.", descriptive,0.0,8,descriptive,0.0,8,descriptive,0.0,8,arbitrary,0.0,8, generic,1.0,8,generic,1.0,8, descriptive,0.0,8,generic,1.0,8, arbitrary ,0.0,8, suggestive,0.0,8,generic,1.0,8,descriptive,0.0,8,generic,1.0,8, descriptive,0.0,8, descriptive,0.0,8, generic,1.0,8, descriptive,0.0,8, descriptive,0.0,8, descriptive,0.0,8, descriptive,0.0,8,arbitrary,0.0,8,descriptive,0.0,8, generic,1.0,8,descriptive,0.0,8,descriptive,0.0,8, descriptive,0.0,8,Type: generic,0.0,9,descriptive,0.0,8, generic,1.0,8, descriptive,0.0,8,0.4497764451088035,Low
3,id13,"Description: The mark ""Watch"" for an Apple smartwatch.", fanciful,0.0,9,descriptive,0.0,9,generic,1.0,9,arbitrary,0.0,9, generic,1.0,9,generic,1.0,9, arbitrary,0.0,9,generic,1.0,9, suggestive,0.0,9, suggestive,0.0,9,generic,1.0,9,descriptive,0.0,9,descriptive,0.0,9, arbitrary,0.0,9, descriptive,0.0,9, generic,1.0,9, descriptive,0.0,9, descriptive,0.0,9, arbitrary,0.0,9, descriptive,0.0,9,arbitrary,0.0,9,arbitrary,0.0,9, generic,1.0,9,descriptive,0.0,9,generic,1.0,9, arbitrary,0.0,9,Type: descriptive,0.0,10,suggestive,0.0,9, arbitrary,0.0,9, arbitrary,0.0,9,0.4497764451088035,Low
31,id41,"Description: The mark ""Unique Haircuts"" for a hair salon.", descriptive,1.0,10,descriptive,1.0,10,descriptive,1.0,10,descriptive,1.0,10, suggestive,0.0,10,descriptive,1.0,10, descriptive,1.0,10,descriptive,1.0,10, suggestive,0.0,10, suggestive,0.0,10,descriptive,1.0,10,descriptive,1.0,10,descriptive,1.0,10, descriptive,1.0,10, descriptive,1.0,10, descriptive,1.0,10, descriptive,1.0,10, descriptive,1.0,10, descriptive,1.0,10, descriptive,1.0,10,arbitrary,0.0,10,descriptive,1.0,10, descriptive,1.0,10,descriptive,1.0,10,descriptive,1.0,10, fanciful,0.0,10,Type: descriptive,0.0,11,suggestive,0.0,10, suggestive,0.0,10, descriptive,1.0,10,0.44977644510880355,Low
93,id98,"Description: The mark ""Vit"" for a video conferencing service.", arbitrary,0.0,10,fanciful,1.0,10,arbitrary,0.0,10,arbitrary,0.0,10, arbitrary,0.0,10,arbitrary,0.0,10, arbitrary,0.0,10,fanciful,1.0,10, suggestive ,0.0,10, suggestive,0.0,10,arbitrary,0.0,10,arbitrary,0.0,10,fanciful,1.0,10, fanciful,1.0,10, descriptive,0.0,10, arbitrary,0.0,10, arbitrary,0.0,10, arbitrary,0.0,10, arbitrary,0.0,10, descriptive,0.0,10,arbitrary,0.0,10,arbitrary,0.0,10, arbitrary,0.0,10,arbitrary,0.0,10,fanciful,1.0,10, arbitrary,0.0,10,fanciful,1.0,10,fanciful,1.0,10, suggestive,0.0,10, fanciful,1.0,10,0.44977644510880366,Low
83,id89,"Description: The mark ""Heullga"" for a line of waterbottles.", fanciful,1.0,10,fanciful,1.0,10,fanciful,1.0,10,fanciful,1.0,10, fanciful,1.0,10,fanciful,1.0,10, descriptive,0.0,10,fanciful,1.0,10, arbitrary ,0.0,10, fanciful,1.0,10,fanciful,1.0,10,arbitrary,0.0,10,fanciful,1.0,10, fanciful,1.0,10, descriptive,0.0,10, fanciful,1.0,10, fanciful,1.0,10, fanciful,1.0,10, arbitrary,0.0,10, descriptive,0.0,10,arbitrary,0.0,10,fanciful,1.0,10, fanciful,1.0,10,fanciful,1.0,10,fanciful,1.0,10, fanciful,1.0,10,fanciful,1.0,10,fanciful,1.0,10, arbitrary,0.0,10, fanciful,1.0,10,0.4497764451088037,Low
84,id9,"Description: The mark ""Kerosene"" for packages of flammable liquids used to start fires.", generic,1.0,14,generic,1.0,14,generic,1.0,14,arbitrary,0.0,14, generic,1.0,14,generic,1.0,14, descriptive,0.0,14,generic,1.0,14, arbitrary ,0.0,14, generic,1.0,14,generic,1.0,14,generic,1.0,14,generic,1.0,14, descriptive,0.0,14, descriptive,0.0,14, generic,1.0,14, descriptive,0.0,14, descriptive,0.0,14, generic,1.0,14, descriptive,0.0,14,generic,1.0,14,generic,1.0,14, generic,1.0,14,generic,1.0,14,generic,1.0,14, generic,1.0,14,generic,1.0,14,generic,1.0,14, generic,1.0,14, generic,1.0,14,0.44977644510880377,Low
40,id5,Description: The mark “Salt” for packages of sodium chloride., generic,1.0,10,generic,1.0,10,generic,1.0,10,arbitrary,0.0,10, generic,1.0,10,generic,1.0,10, generic,1.0,10,generic,1.0,10, arbitrary ,0.0,10, descriptive,0.0,10,generic,1.0,10,generic,1.0,10,generic,1.0,10, generic,1.0,10, descriptive,0.0,10, generic,1.0,10, descriptive,0.0,10, descriptive,0.0,10, generic,1.0,10, descriptive,0.0,10,generic,1.0,10,generic,1.0,10, generic,1.0,10,generic,1.0,10,generic,1.0,10, generic,1.0,10,generic,1.0,10,generic,1.0,10, generic,1.0,10, arbitrary,0.0,10,0.44977644510880377,Low
59,id67,"Description: The mark ""Coach"" for luxury accessories.", arbitrary,1.0,8,arbitrary,1.0,8,generic,0.0,8,arbitrary,1.0,8, arbitrary,1.0,8,suggestive,0.0,8, arbitrary,1.0,8,arbitrary,1.0,8, arbitrary ,1.0,8, suggestive,0.0,8,arbitrary,1.0,8,arbitrary,1.0,8,arbitrary,1.0,8, arbitrary,1.0,8, descriptive,0.0,8, arbitrary,1.0,8, fanciful,0.0,8, suggestive,0.0,8, arbitrary,1.0,8, descriptive,0.0,8,arbitrary,1.0,8,arbitrary,1.0,8, arbitrary,1.0,8,arbitrary,1.0,8,arbitrary,1.0,8, arbitrary,1.0,8,arbitrary,1.0,8,arbitrary,1.0,8, fanciful,0.0,8, arbitrary,1.0,8,0.44977644510880377,Low
89,id94,"Description: The mark ""Membles"" for a literature oriented magazine.", fanciful,1.0,10,fanciful,1.0,10,fanciful,1.0,10,fanciful,1.0,10, fanciful,1.0,10,suggestive,0.0,10, fanciful,1.0,10,fanciful,1.0,10, suggestive ,0.0,10, suggestive,0.0,10,fanciful,1.0,10,arbitrary,0.0,10,fanciful,1.0,10, fanciful,1.0,10, arbitrary,0.0,10, fanciful,1.0,10, fanciful,1.0,10, fanciful,1.0,10, arbitrary,0.0,10, descriptive,0.0,10,arbitrary,0.0,10,fanciful,1.0,10, fanciful,1.0,10,fanciful,1.0,10,fanciful,1.0,10, fanciful,1.0,10,fanciful,1.0,10,fanciful,1.0,10, fanciful,1.0,10, fanciful,1.0,10,0.44977644510880377,Low
57,id65,"Description: The mark ""Sun"" for computers.", arbitrary,1.0,7,arbitrary,1.0,7,arbitrary,1.0,7,arbitrary,1.0,7, arbitrary,1.0,7,fanciful,0.0,7, descriptive,0.0,7,arbitrary,1.0,7, arbitrary ,1.0,7, suggestive,0.0,7,arbitrary,1.0,7,arbitrary,1.0,7,arbitrary,1.0,7, arbitrary,1.0,7, descriptive,0.0,7, arbitrary,1.0,7, descriptive,0.0,7, descriptive,0.0,7, arbitrary,1.0,7, descriptive,0.0,7,arbitrary,1.0,7,arbitrary,1.0,7, arbitrary,1.0,7,arbitrary,1.0,7,arbitrary,1.0,7, arbitrary,1.0,7,arbitrary,1.0,7,arbitrary,1.0,7, suggestive,0.0,7, arbitrary,1.0,7,0.44977644510880377,Low
69,id76,"Description: The mark ""Shark"" for a custom t-shirt maker.", arbitrary,1.0,10,arbitrary,1.0,10,suggestive,0.0,10,arbitrary,1.0,10, arbitrary,1.0,10,suggestive,0.0,10, descriptive,0.0,10,arbitrary,1.0,10, suggestive ,0.0,10, suggestive,0.0,10,arbitrary,1.0,10,arbitrary,1.0,10,arbitrary,1.0,10, arbitrary,1.0,10, descriptive,0.0,10, arbitrary,1.0,10, arbitrary,1.0,10, suggestive,0.0,10, arbitrary,1.0,10, arbitrary,1.0,10,arbitrary,1.0,10,arbitrary,1.0,10, arbitrary,1.0,10,fanciful,0.0,10,arbitrary,1.0,10, arbitrary,1.0,10,arbitrary,1.0,10,suggestive,0.0,10, arbitrary,1.0,10, arbitrary,1.0,10,0.46609159969939895,Low
71,id78,"Description: The mark ""Cheetah"" for a brand of wallets.", arbitrary,1.0,10,arbitrary,1.0,10,suggestive,0.0,10,arbitrary,1.0,10, arbitrary,1.0,10,suggestive,0.0,10, descriptive,0.0,10,arbitrary,1.0,10, suggestive,0.0,10, arbitrary,1.0,10,arbitrary,1.0,10,arbitrary,1.0,10,arbitrary,1.0,10, arbitrary,1.0,10, descriptive,0.0,10, arbitrary,1.0,10, fanciful,0.0,10, arbitrary,1.0,10, arbitrary,1.0,10, arbitrary,1.0,10,arbitrary,1.0,10,arbitrary,1.0,10, arbitrary,1.0,10,arbitrary,1.0,10,fanciful,0.0,10, arbitrary,1.0,10,arbitrary,1.0,10,suggestive,0.0,10, fanciful,0.0,10, arbitrary,1.0,10,0.46609159969939895,Low
16,id26,"Description: The mark ""Fresh"" for car deodorizer.", descriptive,1.0,8,descriptive,1.0,8,descriptive,1.0,8,suggested,0.0,8, suggestive,0.0,8,descriptive,1.0,8, descriptive,1.0,8,descriptive,1.0,8, suggestive ,0.0,8, suggestive,0.0,8,descriptive,1.0,8,descriptive,1.0,8,descriptive,1.0,8, descriptive,1.0,8, descriptive,1.0,8, descriptive,1.0,8, descriptive,1.0,8, descriptive,1.0,8, descriptive,1.0,8, descriptive,1.0,8,arbitrary,0.0,8,descriptive,1.0,8, suggestive,0.0,8,descriptive,1.0,8,descriptive,1.0,8, arbitrary,0.0,8,Type: descriptive,0.0,9,descriptive,1.0,8, suggestive,0.0,8, descriptive,1.0,8,0.46609159969939895,Low
64,id71,"Description: The mark ""Daisy"" for a sports car.", fanciful,0.0,9,arbitrary,1.0,9,arbitrary,1.0,9,arbitrary,1.0,9, fanciful,0.0,9,fanciful,0.0,9, descriptive,0.0,9,arbitrary,1.0,9, suggestive,0.0,9, arbitrary,1.0,9,arbitrary,1.0,9,arbitrary,1.0,9,arbitrary,1.0,9, fanciful,0.0,9, arbitrary,1.0,9, arbitrary,1.0,9, fanciful,0.0,9, arbitrary,1.0,9, arbitrary,1.0,9, descriptive,0.0,9,arbitrary,1.0,9,arbitrary,1.0,9, arbitrary,1.0,9,arbitrary,1.0,9,arbitrary,1.0,9, arbitrary,1.0,9,arbitrary,1.0,9,arbitrary,1.0,9, fanciful,0.0,9, arbitrary,1.0,9,0.46609159969939895,Low
30,id40,"Description: The mark ""Party Time!"" for an event planning service.", suggestive,0.0,11,suggestive,0.0,11,descriptive,1.0,11,fanciful,0.0,11, suggestive,0.0,11,suggestive,0.0,11, descriptive,1.0,11,arbitrary,0.0,11, suggestive ,0.0,11, suggestive,0.0,11,fanciful,0.0,11,descriptive,1.0,11,descriptive,1.0,11, fanciful,0.0,11, descriptive,1.0,11, descriptive,1.0,11, descriptive,1.0,11, descriptive,1.0,11, arbitrary,0.0,11, descriptive,1.0,11,arbitrary,0.0,11,suggestive,0.0,11, suggestive,0.0,11,suggestive,0.0,11,suggestive,0.0,11, arbitrary,0.0,11,Type: suggestive,0.0,12,suggestive,0.0,11, suggestive,0.0,11, fanciful,0.0,11,0.46609159969939895,Low
13,id23,"Description: The mark ""Tape"" for adhesive materials.", generic,1.0,8,generic,1.0,8,generic,1.0,8,arbitrary,0.0,8, generic,1.0,8,generic,1.0,8, generic,1.0,8,generic,1.0,8, arbitrary ,0.0,8, generic,1.0,8,generic,1.0,8,generic,1.0,8,descriptive,0.0,8, generic,1.0,8, descriptive,0.0,8, generic,1.0,8, descriptive,0.0,8, descriptive,0.0,8, generic,1.0,8, descriptive,0.0,8,arbitrary,0.0,8,generic,1.0,8, generic,1.0,8,generic,1.0,8,generic,1.0,8, generic,1.0,8,Type: generic,0.0,9,generic,1.0,8, generic,1.0,8, generic,1.0,8,0.466091599699399,Low
25,id35,"Description: The mark ""Speedy"" for a bus service.", descriptive,1.0,9,suggestive,0.0,9,descriptive,1.0,9,arbitrary,0.0,9, suggestive,0.0,9,suggestive,0.0,9, descriptive,1.0,9,suggestive,0.0,9, suggestive ,0.0,9, suggestive,0.0,9,arbitrary,0.0,9,descriptive,1.0,9,suggestive,0.0,9, descriptive,1.0,9, descriptive,1.0,9, suggestive,0.0,9, descriptive,1.0,9, suggestive,0.0,9, arbitrary,0.0,9, descriptive,1.0,9,arbitrary,0.0,9,descriptive,1.0,9, suggestive,0.0,9,suggestive,0.0,9,descriptive,1.0,9, arbitrary,0.0,9,Type: suggestive,0.0,10,suggestive,0.0,9, suggestive,0.0,9, suggestive,0.0,9,0.4794633014853841,Low
81,id87,"Description: The mark ""Moodle"" for an internet search engine.", fanciful,1.0,10,fanciful,1.0,10,arbitrary,0.0,10,arbitrary,0.0,10, fanciful,1.0,10,fanciful,1.0,10, fanciful,1.0,10,fanciful,1.0,10, suggestive,0.0,10, fanciful,1.0,10,fanciful,1.0,10,arbitrary,0.0,10,fanciful,1.0,10, fanciful,1.0,10, descriptive,0.0,10, fanciful,1.0,10, fanciful,1.0,10, fanciful,1.0,10, arbitrary,0.0,10, descriptive,0.0,10,arbitrary,0.0,10,fanciful,1.0,10, fanciful,1.0,10,fanciful,1.0,10,fanciful,1.0,10, arbitrary,0.0,10,fanciful,1.0,10,fanciful,1.0,10, arbitrary,0.0,10, fanciful,1.0,10,0.4794633014853841,Low
90,id95,"Description: The mark ""Sast"" for salad dressing.", fanciful,1.0,8,fanciful,1.0,8,suggestive,0.0,8,arbitrary,0.0,8, invented,0.0,8,suggestive,0.0,8, descriptive,0.0,8,fanciful,1.0,8, suggestive ,0.0,8, suggestive,0.0,8,fanciful,1.0,8,descriptive,0.0,8,fanciful,1.0,8, descriptive,0.0,8, descriptive,0.0,8, fanciful,1.0,8, descriptive,0.0,8, descriptive,0.0,8, arbitrary,0.0,8, descriptive,0.0,8,arbitrary,0.0,8,fanciful,1.0,8, fanciful,1.0,8,descriptive,0.0,8,fanciful,1.0,8, arbitrary,0.0,8,Type: fanciful,0.0,9,fanciful,1.0,8, suggestive,0.0,8, arbitrary,0.0,8,0.4794633014853841,Low
88,id93,"Description: The mark ""Nekmit"" for a line of wedding rings.", fanciful,1.0,11,fanciful,1.0,11,fanciful,1.0,11,arbitrary,0.0,11, fanciful,1.0,11,fanciful,1.0,11, descriptive,0.0,11,fanciful,1.0,11, arbitrary ,0.0,11, fanciful,1.0,11,fanciful,1.0,11,arbitrary,0.0,11,fanciful,1.0,11, fanciful,1.0,11, arbitrary,0.0,11, fanciful,1.0,11, fanciful,1.0,11, arbitrary,0.0,11, arbitrary,0.0,11, arbitrary,0.0,11,arbitrary,0.0,11,fanciful,1.0,11, fanciful,1.0,11,fanciful,1.0,11,fanciful,1.0,11, fanciful,1.0,11,fanciful,1.0,11,fanciful,1.0,11, arbitrary,0.0,11, fanciful,1.0,11,0.4794633014853841,Low
18,id28,"Description: The mark ""International Business Machines"" for a computer manufacturer.", fanciful,0.0,11,descriptive,1.0,11,arbitrary,0.0,11,arbitrary,0.0,11, arbitrary,0.0,11,arbitrary,0.0,11, arbitrary,0.0,11,descriptive,1.0,11, arbitrary ,0.0,11, suggestive,0.0,11,fanciful,0.0,11,arbitrary,0.0,11,descriptive,1.0,11, fanciful,0.0,11, descriptive,1.0,11, descriptive,1.0,11, descriptive,1.0,11, descriptive,1.0,11, arbitrary,0.0,11, arbitrary,0.0,11,arbitrary,0.0,11,descriptive,1.0,11, descriptive,1.0,11,arbitrary,0.0,11,descriptive,1.0,11, fanciful,0.0,11,Type: descriptive,0.0,12,suggestive,0.0,11, arbitrary,0.0,11, arbitrary,0.0,11,0.4794633014853841,Low
32,id42,"Description: The mark ""Coastal Winery"" for varietal wines.", descriptive,1.0,9,descriptive,1.0,9,descriptive,1.0,9,arbitrary,0.0,9," Description: The mark ""Coastal Winery"" for varietal wines.",0.0,16,suggestive,0.0,9, descriptive,1.0,9,descriptive,1.0,9, suggestive,0.0,9, suggestive,0.0,9,fanciful,0.0,9,descriptive,1.0,9,descriptive,1.0,9, descriptive,1.0,9, descriptive,1.0,9, descriptive,1.0,9, descriptive,1.0,9, descriptive,1.0,9, descriptive,1.0,9, descriptive,1.0,9,arbitrary,0.0,9,descriptive,1.0,9, descriptive,1.0,9,descriptive,1.0,9,descriptive,1.0,9, fanciful,0.0,9,descriptive,1.0,9,suggestive,0.0,9, suggestive,0.0,9, descriptive,1.0,9,0.4794633014853841,Low
9,id19,"Description: The mark ""Cutlery"" for eating utencils.", generic,1.0,8,descriptive,0.0,8,generic,1.0,8,generic,1.0,8, generic,1.0,8,generic,1.0,8, generic,1.0,8,generic,1.0,8, arbitrary ,0.0,8, generic,1.0,8,generic,1.0,8,generic,1.0,8,generic,1.0,8, generic,1.0,8, descriptive,0.0,8, generic,1.0,8, descriptive,0.0,8, descriptive,0.0,8, descriptive,0.0,8, descriptive,0.0,8,generic,1.0,8,generic,1.0,8, generic,1.0,8,descriptive,0.0,8,descriptive,0.0,8, generic,1.0,8,generic,1.0,8,generic,1.0,8, generic,1.0,8, descriptive,0.0,8,0.4794633014853841,Low
60,id68,"Description: The mark ""Shell"" for gas stations.", suggestive,0.0,8,arbitrary,1.0,8,arbitrary,1.0,8,arbitrary,1.0,8, arbitrary,1.0,8,suggestive,0.0,8, descriptive,0.0,8,arbitrary,1.0,8, generic ,0.0,8, arbitrary,1.0,8,arbitrary,1.0,8,arbitrary,1.0,8,arbitrary,1.0,8, arbitrary,1.0,8, descriptive,0.0,8, arbitrary,1.0,8, descriptive,0.0,8, arbitrary,1.0,8, generic,0.0,8, descriptive,0.0,8,arbitrary,1.0,8,arbitrary,1.0,8, arbitrary,1.0,8,arbitrary,1.0,8,arbitrary,1.0,8, generic,0.0,8,arbitrary,1.0,8,arbitrary,1.0,8, generic,0.0,8, arbitrary,1.0,8,0.4794633014853841,Low
79,id85,Description: The mark “Balto” for a television streaming service., fanciful,1.0,10,arbitrary,0.0,10,arbitrary,0.0,10,arbitrary,0.0,10, fanciful,1.0,10,arbitrary,0.0,10, descriptive,0.0,10,arbitrary,0.0,10, arbitrary ,0.0,10, arbitrary,0.0,10,arbitrary,0.0,10,arbitrary,0.0,10,arbitrary,0.0,10, fanciful,1.0,10, descriptive,0.0,10, arbitrary,0.0,10, fanciful,1.0,10, arbitrary,0.0,10, arbitrary,0.0,10, arbitrary,0.0,10,arbitrary,0.0,10,arbitrary,0.0,10, arbitrary,0.0,10,fanciful,1.0,10,fanciful,1.0,10, fanciful,1.0,10,arbitrary,0.0,10,fanciful,1.0,10, fanciful,1.0,10, fanciful,1.0,10,0.47946330148538424,Low
70,id77,"Description: The mark ""GreenBull"" for formal wear.", arbitrary,1.0,8,fanciful,0.0,8,suggestive,0.0,8,arbitrary,1.0,8," Description: The mark ""GreenBull"" for formal wear.",0.0,14,suggestive,0.0,8, fanciful,0.0,8,arbitrary,1.0,8, suggestive ,0.0,8, suggestive,0.0,8,fanciful,0.0,8,arbitrary,1.0,8,arbitrary,1.0,8, fanciful,0.0,8, descriptive,0.0,8, arbitrary,1.0,8, fanciful,0.0,8, fanciful,0.0,8, arbitrary,1.0,8, descriptive,0.0,8,arbitrary,1.0,8,fanciful,0.0,8, arbitrary,1.0,8,fanciful,0.0,8,fanciful,0.0,8, arbitrary,1.0,8,Type: arbitrary,0.0,9,suggestive,0.0,8, arbitrary,1.0,8, fanciful,0.0,8,0.4901325178535608,Low
75,id81,"Description: The mark ""Madak"" for a printing company.", fanciful,1.0,9,fanciful,1.0,9,fanciful,1.0,9,arbitrary,0.0,9, fanciful,1.0,9,fanciful,1.0,9, arbitrary,0.0,9,fanciful,1.0,9, arbitrary ,0.0,9, arbitrary,0.0,9,arbitrary,0.0,9,arbitrary,0.0,9,fanciful,1.0,9, fanciful,1.0,9, descriptive,0.0,9, fanciful,1.0,9, descriptive,0.0,9, fanciful,1.0,9, arbitrary,0.0,9, arbitrary,0.0,9,arbitrary,0.0,9,fanciful,1.0,9, fanciful,1.0,9,fanciful,1.0,9,fanciful,1.0,9, fanciful,1.0,9,fanciful,1.0,9,fanciful,1.0,9, fanciful,1.0,9, fanciful,1.0,9,0.4901325178535608,Low
28,id38,"Description: The mark ""American Airlines"" for an air based transporation service.", descriptive,1.0,12,descriptive,1.0,12,arbitrary,0.0,12,arbitrary,0.0,12, arbitrary,0.0,12,suggestive,0.0,12, generic,0.0,12,arbitrary,0.0,12, arbitrary ,0.0,12, suggestive,0.0,12,arbitrary,0.0,12,arbitrary,0.0,12,descriptive,1.0,12, arbitrary,0.0,12, descriptive,1.0,12, descriptive,1.0,12, descriptive,1.0,12, descriptive,1.0,12, arbitrary,0.0,12, arbitrary,0.0,12,arbitrary,0.0,12,descriptive,1.0,12, descriptive,1.0,12,arbitrary,0.0,12,descriptive,1.0,12, arbitrary,0.0,12,descriptive,1.0,12,suggestive,0.0,12, fanciful,0.0,12, arbitrary,0.0,12,0.4901325178535608,Low
72,id79,"Description: The mark ""TidePool"" for treehouse manufacturing company.", arbitrary,1.0,9,suggestive,0.0,9,descriptive,0.0,9,arbitrary,1.0,9, fanciful,0.0,9,suggestive,0.0,9, fanciful,0.0,9,arbitrary,1.0,9, suggestive ,0.0,9, suggestive,0.0,9,fanciful,0.0,9,arbitrary,1.0,9,arbitrary,1.0,9, fanciful,0.0,9, descriptive,0.0,9, arbitrary,1.0,9, fanciful,0.0,9, fanciful,0.0,9, arbitrary,1.0,9, arbitrary,1.0,9,arbitrary,1.0,9,suggestive,0.0,9, arbitrary,1.0,9,fanciful,0.0,9,fanciful,0.0,9, fanciful,0.0,9,arbitrary,1.0,9,suggestive,0.0,9, fanciful,0.0,9, fanciful,0.0,9,0.4901325178535608,Low
58,id66,"Description: The mark ""Camel"" for cigarettes.", arbitrary,1.0,7,arbitrary,1.0,7,arbitrary,1.0,7,arbitrary,1.0,7, arbitrary,1.0,7,suggestive,0.0,7, descriptive,0.0,7,arbitrary,1.0,7, arbitrary ,1.0,7, suggestive,0.0,7,arbitrary,1.0,7,arbitrary,1.0,7,arbitrary,1.0,7, arbitrary,1.0,7, descriptive,0.0,7, arbitrary,1.0,7, suggestive,0.0,7, suggestive,0.0,7, generic,0.0,7, descriptive,0.0,7,arbitrary,1.0,7,arbitrary,1.0,7, arbitrary,1.0,7,suggestive,0.0,7,arbitrary,1.0,7, generic,0.0,7,arbitrary,1.0,7,arbitrary,1.0,7, generic,0.0,7, arbitrary,1.0,7,0.4901325178535609,Low
80,id86,"Description: The mark ""Whatpor"" for an online shopping service.", fanciful,1.0,10,fanciful,1.0,10,fanciful,1.0,10,fanciful,1.0,10, fanciful,1.0,10,suggestive,0.0,10, fanciful,1.0,10,fanciful,1.0,10, suggestive ,0.0,10, suggestive,0.0,10,fanciful,1.0,10,arbitrary,0.0,10,fanciful,1.0,10, fanciful,1.0,10, arbitrary,0.0,10, fanciful,1.0,10, descriptive,0.0,10, fanciful,1.0,10, arbitrary,0.0,10, arbitrary,0.0,10,arbitrary,0.0,10,fanciful,1.0,10, fanciful,1.0,10,fanciful,1.0,10,fanciful,1.0,10, arbitrary,0.0,10,fanciful,1.0,10,fanciful,1.0,10, suggestive,0.0,10, fanciful,1.0,10,0.4901325178535609,Low
92,id97,"Description: The mark ""Lanbe"" for custom wallets.", fanciful,1.0,8,fanciful,1.0,8,fanciful,1.0,8,arbitrary,0.0,8, fanciful,1.0,8,fanciful,1.0,8, fanciful,1.0,8,arbitrary,0.0,8, arbitrary ,0.0,8, suggestive,0.0,8,fanciful,1.0,8,arbitrary,0.0,8,fanciful,1.0,8, fanciful,1.0,8, descriptive,0.0,8, fanciful,1.0,8, fanciful,1.0,8, fanciful,1.0,8, arbitrary,0.0,8, arbitrary,0.0,8,arbitrary,0.0,8,fanciful,1.0,8, fanciful,1.0,8,fanciful,1.0,8,fanciful,1.0,8, fanciful,1.0,8,Type: fanciful,0.0,9,fanciful,1.0,8, arbitrary,0.0,8, fanciful,1.0,8,0.4901325178535609,Low
77,id83,"Description: The mark ""Reloto"" for soda.", fanciful,1.0,7,fanciful,1.0,7,fanciful,1.0,7,fanciful,1.0,7, fanciful,1.0,7,fanciful,1.0,7, descriptive,0.0,7,fanciful,1.0,7, arbitrary ,0.0,7, suggestive,0.0,7,fanciful,1.0,7,arbitrary,0.0,7,fanciful,1.0,7, fanciful,1.0,7, descriptive,0.0,7, fanciful,1.0,7, descriptive,0.0,7, fanciful,1.0,7, arbitrary,0.0,7, descriptive,0.0,7,arbitrary,0.0,7,fanciful,1.0,7, fanciful,1.0,7,arbitrary,0.0,7,fanciful,1.0,7, fanciful,1.0,7,fanciful,1.0,7,fanciful,1.0,7, arbitrary,0.0,7, fanciful,1.0,7,0.4901325178535609,Low
5,id15,"Description: The mark ""Car"" for a line of automobiles.", generic,1.0,10,generic,1.0,10,generic,1.0,10,arbitrary,0.0,10, generic,1.0,10,generic,1.0,10, generic,1.0,10,generic,1.0,10, arbitrary ,0.0,10, suggestive,0.0,10,generic,1.0,10,generic,1.0,10,generic,1.0,10, arbitrary,0.0,10, descriptive,0.0,10, generic,1.0,10, fanciful,0.0,10, arbitrary,0.0,10, generic,1.0,10, arbitrary,0.0,10,arbitrary,0.0,10,generic,1.0,10, generic,1.0,10,descriptive,0.0,10,generic,1.0,10, generic,1.0,10,generic,1.0,10,suggestive,0.0,10, generic,1.0,10, generic,1.0,10,0.4901325178535609,Low
